external_gene_name	Y	A	CtrlUn	KUnInj	CtrlInj	KInj	N	KN
Zfp219	2278.38	1356	1527.32	1814.01	1571.55	717.806	775.752	1425.88
Zfp229	447.351	195.603	89.6846	49.5723	34.98	70.8712	90.2037	44.1094
Zfp235	758.531	334.375	244.45	87.9171	44.0956	111.031	99.2241	179.522
Zfp236	97.1692	92.5148	57.8398	59.0227	88.1082	103.853	121.775	50.4617
Zfp239	333.288	306.62	174.222	124.451	159.841	205.933	207.469	202.63
Zfp24	92.6489	62.1171	52.2643	28.2833	42.1978	69.3213	58.6324	38.5206
Zfp248	67.1811	40.9708	24.9597	16.9428	33.1651	91.3734	67.6528	17.8708
Zfp251	76.9591	67.4036	120.836	115.668	102.959	177.608	207.469	258.954
Zfp26	235.806	121.591	294.1	257.493	233.224	260.528	333.754	244.3
Zfp260	1132.32	405.743	191.329	131.22	106.381	192.57	153.346	282.927
Zfp263	4678.67	1908.45	2560.59	1993.88	1561.32	828.434	938.119	1425.86
Zfp266	104.029	54.1872	67.5703	57.2004	91.8209	96.1379	175.897	62.7163
Zfp27	91.1416	23.7895	51.3254	12.5629	40.3415	90.3449	31.5713	26.6144
Zfp273	584.791	526.013	375.07	418.094	436.787	200.016	266.101	275.24
Zfp275	501.311	475.79	184.978	143.76	154.314	170.791	180.407	181.549
Zfp276	1218.37	356.843	194.339	186.473	141.651	190.265	234.53	335.279
Zfp277	108.08	66.082	70.1799	58.3889	77.2608	83.5491	108.244	33.3776
Zfp28	1196.66	700.469	264.764	138.032	121.274	150.016	72.163	154.931
Zfp280b	801.563	570.948	468.005	548.995	339.605	313.887	261.591	601.513
Zfp280c	125.304	121.591	291.769	317.194	256.982	157.483	220.999	238.743
Zfp280d	738.899	305.299	274.269	281.373	222.251	278.47	419.447	275.663
Zfp281	2685.32	1982.46	1047.3	1378.94	1494.75	580.961	672.018	1201.32
Zfp282	445.671	310.585	222.615	231.7	207.567	157.125	347.284	290.43
Zfp286	176.379	43.6141	117.658	96.6547	128.492	193.716	243.55	81.4518
Zfp287	133.093	104.41	131.294	84.2613	82.5392	179.122	202.958	81.4518
Zfp292	97.8864	39.6492	73.791	60.8788	42.1978	89.8954	148.836	67.9216
Zfp296	167.697	31.7194	36.7799	17.5653	5.52752	81.7054	126.285	21.0294
Zfp3	511.706	153.31	144.948	94.855	100.978	230.785	157.857	321.404
Zfp30	818.162	417.638	205.966	128.141	161.614	161.159	257.081	296.364
Zfp300	57.9663	31.7194	26.9723	21.9793	27.5961	60.1751	18.0407	15.4756
Zfp316	247.956	59.4738	69.867	55.3329	80.5999	120.532	63.1426	89.8547
Zfp317	4124.35	2953.86	3637.31	3894.03	3589.45	1331.17	1384.63	2652.82
Zfp318	1312.43	598.703	411.441	437.842	300.788	322.44	239.04	600.171
Zfp319	320.201	85.9066	95.2601	85.382	75.0724	179.969	225.509	81.8276
Zfp322a	211.609	177.1	343.442	423.356	354.207	258.587	324.733	212.062
Zfp324	740.363	548.48	384.531	217.236	135.793	166.591	202.958	224.078
Zfp326	821.369	915.896	539.62	544.197	368.808	316.572	387.876	481.076
Zfp329	460.844	142.737	201.488	112.352	101.518	203.197	81.1834	106.841
Zfp330	117.46	109.696	211.517	193.943	238.336	150.615	180.407	168.508
Zfp334	107.503	31.7194	33.1448	16.3655	44.2202	102.07	45.1019	27.816
Zfp335	305.959	190.316	68.2589	74.1094	55.1091	153.891	157.857	117.197
Zfp33b	731.087	401.778	714.588	732.605	468.262	231.698	369.835	633.937
Zfp341	514.068	145.38	107.215	107.418	117.56	129.617	85.6935	171.565
Zfp345	21.5309	14.538	27.9497	19.4329	36.7118	52.6939	40.5917	9.93732
Zfp346	548.437	277.544	202.436	186.304	134.019	339.001	284.142	283.24
Zfp35	990.017	820.738	503.981	588.393	340.061	244.889	324.733	551.791
Zfp352	115.376	71.3685	97.7591	122.471	128.367	174.041	207.469	75.4676
Zfp354a	714.115	528.656	271.788	266.467	298.433	232.32	198.448	429.04
Zfp354b	65.2651	18.503	23.7175	6.87003	40.6735	55.7936	18.0407	15.8865
Zfp354c	94.3997	68.7253	109.834	118.736	89.9231	99.8309	126.285	140.25
Zfp358	2006.59	582.843	470.012	493.437	356.312	361.898	545.733	435.284
Zfp36	558.537	367.416	52.3557	8.82788	43.9711	122.03	85.6935	35.7572
Zfp362	192.87	71.3685	75.3799	45.2262	66.3303	137.971	45.1019	79.4792
Zfp365	269.275	833.955	1412.62	1627.93	1343.74	567.344	744.181	1793.81
Zfp366	123.749	107.053	41.224	15.1093	67.9791	94.2049	58.6324	43.2993
Zfp367	152.381	75.3335	147.26	89.2866	111.784	190.934	148.836	77.4637
Zfp369	2139.14	1938.85	2023.59	2133.18	1465.45	632.053	712.609	1626.85
Zfp36l1	349.004	216.749	87.1279	84.1822	95.4919	109.715	112.755	115.561
Zfp36l2	532.269	165.205	35.4366	45.2262	55.1091	83.9265	54.1222	35.7572
Zfp36l3	123.561	62.1171	104.375	92.2746	113.766	231.739	126.285	60.3912
Zfp37	161.359	58.1521	104.611	97.379	77.1362	118.319	175.897	56.3875
Zfp382	737.505	206.176	149.845	120.603	82.3315	132.326	157.857	246.219
Zfp383	1478.04	462.574	498.747	359.421	180.137	225.859	306.693	875.145
Zfp384	3546.4	1896.55	917.713	1306.76	645.64	558.592	563.773	1301.48
Zfp385a	768	355.521	301.25	324.188	269.562	299.227	193.938	428.633
Zfp385b	544.053	290.761	295.154	291.457	319.268	275.932	284.142	324.493
Zfp385c	323.104	136.129	77.3539	81.0697	99.1633	122.047	112.755	175.51
Zfp386	1818.23	1217.23	911.993	621.068	418.265	293.619	234.53	620.398
Zfp389	1520.96	2285.12	2036.16	2550.01	2620.72	863.583	1235.79	1894.52
Zfp39	84.9494	77.9767	63.1311	60.3467	71.3597	124.625	121.775	82.2113
Zfp395	738.621	486.363	98.7893	113.632	130.264	123.709	27.0611	144.642
Zfp397	951.021	745.405	297.938	301.395	205.42	179.05	284.142	353.584
Zfp398	447.31	142.737	163.1	216.036	187.23	150.145	189.428	192.68
Zfp40	94.3074	38.3276	61.6723	16.9316	29.2034	66.4003	58.6324	37.3112
Zfp407	310.777	224.679	166.976	171.488	214.868	296.905	270.611	149.342
Zfp408	271.077	108.374	133.851	94.7872	64.5569	192.267	189.428	133.491
Zfp41	5487.4	1423.41	868.236	860.496	933.092	461.285	252.57	1368.94
Zfp410	218.719	177.1	141.309	116.291	104.4	96.1697	121.775	222.876
Zfp414	52.2841	7.92984	23.7368	16.9316	3.62967	39.0797	72.163	13.1076
Zfp418	524.615	581.521	218.615	116.846	82.4147	87.4064	144.326	100.857
Zfp42	101.568	89.8715	82.8765	52.243	90.0474	105.817	171.387	59.9492
Zfp420	394.875	186.351	116.975	74.7996	113.848	153.101	284.142	161.299
Zfp422	1434.2	370.059	249.241	198.481	262.842	173.98	175.897	249.467
Zfp423	620.988	523.369	229.418	230.432	225.923	171.858	189.428	273.659
Zfp426	92.4701	46.2574	190.087	214.19	194.697	154.386	144.326	118.019
Zfp428	1462.26	364.773	331.298	251.325	134.185	169.544	211.979	541.861
Zfp429	49.3876	39.6492	38.0125	38.3448	47.8498	71.7383	9.02037	21.0606
Zfp433	0	0	1.29998	0	7.34235	1.65928	0	0
Zfp438	191.978	672.715	805.385	993.223	633.423	322.873	523.182	764.617
Zfp442	49.4533	29.0761	47.7576	54.62	91.9872	78.2659	72.163	23.4091
Zfp444	7320.42	2109.34	1600.35	830.957	311.677	379.432	496.121	1404.45
Zfp445	135.797	72.6902	48.0802	62.8367	97.3901	140.999	162.367	79.4323
Zfp446	5827.81	2771.48	1876.84	1128.71	535.411	511.199	441.998	1442.41
Zfp449	578.223	403.1	488.592	577.166	513.633	238.332	356.305	347.89
Zfp451	216.564	310.585	376.904	399.689	383.327	311.618	338.264	328.156
Zfp454	63.1288	31.7194	136.816	118.702	133.769	122.266	112.755	159.721
Zfp455	477.853	315.872	330.163	366.8	367.159	214.694	257.081	233.921
Zfp456	46.4942	22.4679	41.2914	23.2582	25.5737	71.1793	36.0815	17.8747
Zfp457	31.4447	10.5731	17.5546	9.43906	33.0821	44.795	9.02037	11.1232
Zfp458	63.1006	17.1813	39.6592	30.7845	53.3359	76.7679	27.0611	23.4442
Zfp459	78.6389	80.62	137.158	104.951	97.1822	95.0173	117.265	102.939
Zfp46	2221.48	1377.15	613.483	652.565	454.936	321.277	514.161	1451.7
Zfp462	1805.3	811.487	326.653	404.477	365.428	191.481	243.55	443.698
Zfp467	430.948	249.79	156.012	143.183	201.832	277.928	279.632	126.015
Zfp472	598.858	442.749	229.76	229.458	143.135	145.041	121.775	321.315
Zfp473	75.4011	15.8597	21.4401	10.0502	11.055	79.7236	216.489	13.8865
Zfp474	325.341	507.51	731.974	817.75	697.566	445.394	622.406	936.299
Zfp488	209.662	255.076	115.039	118.792	132.163	248.139	126.285	125.937
Zfp493	525.423	453.322	491.467	475.226	398.469	212.743	302.182	377.808
Zfp503	672.85	377.989	163.413	199.025	220.188	174.583	234.53	212.532
Zfp507	120.669	63.4387	316.633	229.243	132.245	275.404	270.611	353.94
Zfp51	1141.1	1057.31	543.168	405.948	350.784	254.035	333.754	357.866
Zfp511	1092.25	749.37	272.712	261.986	245.969	225.485	248.06	490.237
Zfp512	558.775	269.615	134.188	66.583	64.1004	173.329	148.836	200.959
Zfp512b	438.526	109.696	77.3924	73.4869	56.8826	191.979	126.285	158.062
Zfp513	3273.32	1501.38	694.337	880.541	423.626	399.839	365.325	1258.04
Zfp516	2414.26	1629.58	949.846	1054.59	883.966	448.275	717.12	1113.36
Zfp518a	409.64	292.082	189.865	163.361	161.781	186.966	180.407	177.553
Zfp518b	311.433	239.217	266.121	226.618	302.851	268.736	356.305	208.656
Zfp52	1013.82	766.551	680.807	404.489	323.022	237.99	365.325	422.684
Zfp521	145.799	96.4797	109.791	127.428	147.22	158.606	157.857	62.3405
Zfp523	1090.99	405.743	357.472	234.812	213.012	530.324	500.631	470.359
Zfp524	2238.36	586.808	398.002	201.582	74.8648	155.207	72.163	270.175
Zfp526	3370.7	882.855	476.752	364.944	226.296	330.633	220.999	765.497
Zfp53	795.947	927.791	411.132	289.238	165.369	131.986	144.326	204.552
Zfp532	3162.1	1186.83	567.477	666.305	608.544	404.14	297.672	758.014
Zfp534	6.25156	2.64328	4.88697	1.87878	3.62967	9.84625	9.02037	1.58903
Zfp536	329.575	260.363	144.255	53.4428	78.8681	292.337	99.2241	68.7161
Zfp54	344.307	445.393	274.557	197.859	196.885	116.513	175.897	166.039
Zfp541	47.7989	29.0761	32.8126	7.51511	14.6847	104.504	81.1834	15.499
Zfp551	101.451	71.3685	60.1219	45.8487	58.7388	97.3791	40.5917	25.0488
Zfp553	1551.76	329.088	172.605	168.24	117.146	215.186	225.509	344.411
Zfp558	103.408	17.1813	66.2223	48.3838	58.4484	82.7022	90.2037	23.8239
Zfp560	92.9158	25.1112	81.8558	64.2398	111.826	128.238	112.755	45.675
Zfp563	309.893	182.386	118.308	88.5735	62.493	105.872	108.244	131.859
Zfp566	101.84	27.7544	37.6851	5.04772	47.9744	94.5994	40.5917	16.3013
Zfp568	594.293	356.843	107.537	62.1916	40.4245	126.717	49.6121	167.31
Zfp57	1544.88	289.439	191.069	151.931	207.359	195.755	139.816	105.992
Zfp572	421.635	276.223	196.014	230.579	244.029	179.699	144.326	249.846
Zfp574	6403.12	2055.15	917.111	806.862	528.899	485.129	541.222	1486.26
Zfp575	27.7033	2.64328	5.50809	1.26757	0	18.9349	13.5306	5.56164
Zfp579	840.672	315.872	177.828	79.1797	98.9972	217.096	162.367	129.898
Zfp58	74.2042	30.3977	43.1788	33.8857	36.7118	79.6342	72.163	19.0646
Zfp580	1348.18	294.726	331.255	169.463	104.525	190.639	211.979	225.171
Zfp583	76.4896	44.9358	38.6577	15.0754	18.3974	60.6273	40.5917	15.5106
Zfp59	438.653	162.562	108.934	50.2852	25.7813	101.435	112.755	125.108
Zfp592	897.015	289.439	131.548	185.363	99.1633	123.398	148.836	160.88
Zfp593	524.607	220.714	157.635	111.311	143.3	200.578	157.857	324
Zfp595	93.5737	55.5089	94.8653	62.7689	76.9702	148.235	135.306	56.4186
Zfp597	81.8042	30.3977	157.192	122.471	128.533	91.7534	36.0815	73.0567
Zfp598	1254.56	286.796	207.661	204.163	58.7388	172.281	189.428	269.326
Zfp599	64.5565	46.2574	91.9716	101.001	29.3695	104.25	49.6121	102.513
Zfp60	578.487	215.427	85.149	62.7464	53.3359	106.955	85.6935	92.1758
Zfp600	6.51615	5.28656	3.27402	1.26757	3.62967	8.18698	9.02037	0
Zfp605	3914.02	2183.35	3692.81	3960.51	2841.24	1274.8	1727.4	3495.74
Zfp606	676.178	441.428	911.829	599.587	277.361	324.863	441.998	676.042
Zfp607a	205.738	166.527	41.6284	30.1056	40.383	96.5152	76.6732	43.2876
Zfp607b	1554.88	514.118	236.332	144.575	177.45	271.536	478.08	337.216
Zfp608	610.729	377.989	373.707	352.665	380.236	451.94	464.549	419.874
Zfp609	365.199	159.918	180.01	150.075	122.507	267.629	378.856	216.524
Zfp61	171.636	100.445	50.3864	16.9881	38.6097	93.3204	85.6935	26.9864
Zfp612	205.497	272.258	118.65	86.7399	97.5145	151.477	139.816	128.329
Zfp616	60.6987	35.6843	82.1783	69.0955	108.196	112.944	103.734	33.7651
Zfp617	1323.95	967.44	663.845	818.995	629.918	320.038	302.182	824.178
Zfp618	215.709	337.018	403.029	543.993	396.03	179.474	387.876	369.4
Zfp619	1058.45	733.51	429.65	309.068	332.055	174.277	220.999	174.782
Zfp62	1618.7	1494.77	1799.35	1920.51	1644.16	755.525	1226.77	1655.2
Zfp622	2550.15	2778.09	1702.35	2155.09	1412.83	639.566	947.139	1633.27
Zfp623	453.534	178.421	147.591	141.982	88.0252	169.51	193.938	250.653
Zfp626	524.321	276.223	159.561	113.1	102.585	207.866	202.958	195.905
Zfp628	1311.82	274.901	296.999	129.929	190.86	230.044	135.306	215.726
Zfp629	107.725	42.2925	44.8783	21.968	53.1698	102.156	193.938	46.4228
Zfp637	1845.56	1221.2	793.598	856.23	824.491	437.793	432.978	1014.87
Zfp638	561.582	263.006	173.866	226.719	167.308	142.1	126.285	308.317
Zfp639	2690.46	2836.24	1742.01	2083.89	1775.78	810.731	1046.36	1712.31
Zfp64	466.1	631.744	732.277	714.881	604.884	686.067	545.733	945.83
Zfp640	8.25625	0	1.95479	2.53516	0	13.8303	0	0.79062
Zfp641	128.877	103.088	40.9352	18.2105	84.3956	117.233	9.02037	54.8062
Zfp644	161.495	136.129	117.331	65.9831	122.881	152.522	108.244	82.2151
Zfp646	2813.26	570.948	289.02	271.492	277.278	249.821	392.386	575.568
Zfp647	126.694	18.503	35.427	16.4107	55.2752	134.29	81.1834	49.6711
Zfp648	132.697	40.9708	28.2627	40.1671	45.9935	101.217	72.163	44.0938
Zfp65	85.4312	37.0059	38.0125	53.3299	21.9441	75.3967	72.163	20.6575
Zfp651	1595.84	516.761	509.908	633.8	592.252	506.463	554.753	984.187
Zfp652	88.7756	74.0118	62.3753	54.7104	65.9982	100.825	81.1834	88.1332
Zfp652os	71.695	52.8656	55.8801	58.434	47.8498	100.966	27.0611	74.712
Zfp653	598.33	356.843	299.632	348.624	215.075	346.197	324.733	487.005
Zfp654	62.9771	56.8305	37.324	52.7865	25.8228	63.1883	58.6324	30.9745
Zfp655	1771.68	890.785	920.332	930.486	418.099	393.329	811.834	819.889
Zfp658	1145.41	342.305	331.573	199.828	150.601	157.952	67.6528	208.591
Zfp661	72.9711	15.8597	52.2787	18.8555	55.0262	110.867	135.306	30.9979
Zfp663	55.6551	42.2925	58.8652	44.0037	51.3965	90.656	85.6935	116.426
Zfp664	1482.2	695.183	501.958	537.667	317.245	412.731	455.529	1315.51
Zfp667	2777.15	1946.78	1212.53	613.858	431.177	314.873	455.529	790.993
Zfp668	151.149	66.082	51.672	46.4937	64.2249	167.332	63.1426	61.1389
Zfp672	290.875	183.708	195.932	239.984	186.774	244.584	193.938	279.236
Zfp677	487.782	385.919	397.945	236.022	246.218	135.016	81.1834	204.645
Zfp68	99.4773	30.3977	15.9032	15.6866	22.1101	74.8407	54.1222	19.4209
Zfp687	309.942	145.38	172.565	179.014	172.753	204.924	157.857	231.209
Zfp688	234.647	46.2574	69.867	53.9862	43.8882	131.608	76.6732	126.72
Zfp689	95.8142	44.9358	185.277	270.847	123.005	177.409	288.652	386.457
Zfp69	86.8317	33.041	33.79	12.5176	40.2584	93.2487	157.857	9.53422
Zfp691	253.791	101.766	106.551	94.821	86.4594	163.504	234.53	156.911
Zfp692	1446.53	851.136	710.154	827.777	781.587	330.226	311.203	958.045
Zfp697	613.507	494.293	285.351	321.167	359.817	175.504	189.428	310.579
Zfp7	233.882	198.246	92.9874	110.463	67.9376	134.454	67.6528	227.671
Zfp703	2057.56	1500.06	1090.2	1350.88	1113.03	476.489	685.548	1163.49
Zfp704	141.154	56.8305	76.6462	55.2878	51.6041	149.37	121.775	67.9216
Zfp706	125.15	72.6902	55.2446	30.1395	66.4133	70.5082	36.0815	50.0663
Zfp707	387.773	155.953	86.7716	103.615	84.2296	114.312	139.816	205.851
Zfp708	51.051	23.7895	39.9818	30.2186	22.1101	68.9065	40.5917	17.4639
Zfp709	691.721	360.808	528.05	539.477	500.763	260.712	270.611	523.091
Zfp710	1250.42	535.264	385.407	386.188	271.252	239.101	202.958	585.431
Zfp711	226.946	144.059	191.121	190.208	194.614	108.004	202.958	160.935
Zfp712	83.7005	29.0761	30.2656	25.7255	14.6847	99.3123	63.1426	17.0958
Zfp715	80.802	40.9708	28.9271	31.3732	40.4245	62.108	13.5306	16.2662
Zfp719	541.436	218.071	217.733	127.484	82.7053	107.439	144.326	164.536
Zfp72	65.8564	63.4387	66.5449	44.0376	66.0812	87.2105	90.2037	26.2503
Zfp729a	46.0326	10.5731	38.3736	30.1959	32.9991	68.6357	76.6732	20.6302
Zfp729b	63.2804	29.0761	76.078	47.1049	66.0812	90.1692	121.775	36.5323
Zfp735	34.4916	21.1462	45.8798	46.4599	55.3167	93.6144	85.6935	25.041
Zfp738	52.2841	48.9007	152.421	128.809	110.55	103.225	130.795	111.108
Zfp74	103.526	31.7194	39.977	44.5133	68.0206	124.732	112.755	25.0215
Zfp740	1849.87	827.346	486.561	529.574	368.891	308.918	478.08	893.837
Zfp746	246.343	195.603	175.82	157.035	194.365	230.86	257.081	187.437
Zfp747	102.989	25.1112	23.4142	18.1879	14.7677	75.8836	90.2037	21.0762
Zfp748	56.1056	27.7544	35.7833	19.4667	25.8228	77.7964	18.0407	20.2583
Zfp750	187.26	101.766	241.046	346.666	201.998	182.66	252.57	346.763
Zfp758	262.188	96.4797	148.834	126.138	100.854	112.008	112.755	90.1877
Zfp759	614.077	499.58	410.102	359.986	286.892	180.9	414.937	318.614
Zfp760	1078.14	811.487	290.47	275.726	199.976	138.482	166.877	186.638
Zfp763	81.9355	42.2925	22.7449	23.8468	25.4907	80.9507	144.326	25.7927
Zfp764	205.639	39.6492	44.2043	25.6804	32.9576	80.4092	45.1019	121.596
Zfp768	585.374	159.918	62.693	52.7751	29.3695	146.392	211.979	105.314
Zfp770	124.37	194.281	113.374	119.97	157.82	176.423	103.734	85.0057
Zfp771	806.943	214.106	122.829	114.956	98.9558	127.111	153.346	278.132
Zfp772	89.4835	51.544	47.1124	15.0754	69.7524	75.6329	45.1019	10.7163
Zfp773	134.276	196.924	42.9428	7.51511	27.3886	71.3925	22.5509	23.82
Zfp775	451.087	363.451	259.978	287.01	281.28	265.342	234.53	349.189
Zfp777	281.856	212.784	161.863	161.97	157.985	162.532	90.2037	165.319
Zfp78	6911.75	4757.9	2893.05	1748.32	1088.15	681.61	703.589	2988.42
Zfp780b	77.8674	13.2164	27.2901	10.6502	40.0924	93.3781	94.7139	21.0723
Zfp781	3.18811	2.64328	0	1.24499	0	0.97368	0	0
Zfp783	233.535	83.2633	94.8893	95.5675	99.1633	129.983	135.306	86.3048
Zfp784	312.947	92.5148	67.5511	30.1282	40.549	125.201	36.0815	41.3267
Zfp786	149.01	59.4738	56.222	32.6407	43.9711	124.175	117.265	61.2364
Zfp787	494.162	403.1	116.334	48.9047	102.544	219.214	243.55	40.1056
Zfp788	4590.19	2850.78	2196.05	1731.19	1189.84	682.016	717.12	1455.53
Zfp790	1018.7	475.79	312.03	236.77	192.716	145.868	153.346	464.86
Zfp791	62.9879	29.0761	36.0962	15.0302	46.035	125.005	54.1222	28.5871
Zfp799	272.187	60.7954	72.1925	28.9058	60.6782	124.357	63.1426	79.8121
Zfp800	42.5475	56.8305	33.453	25.703	44.3032	43.8732	36.0815	36.5556
Zfp804a	1620.84	1406.22	2191.69	2545.43	2065.39	809.339	1389.14	1743.01
Zfp804b	80.2831	198.246	130.278	89.2525	141.734	156.837	216.489	114.007
Zfp808	1060.61	889.464	640.984	558.016	449.657	297.667	297.672	300.685
Zfp809	635.362	481.077	373.779	403.968	244.195	205.647	392.386	600.977
Zfp81	67.5534	22.4679	29.5819	8.80526	36.7948	74.4577	40.5917	19.049
Zfp810	89.8459	43.6141	35.4751	18.2105	16.6241	107.01	67.6528	19.4832
Zfp811	66.9865	33.041	38.6914	20.0892	40.3415	81.3136	54.1222	23.4324
Zfp819	414.49	177.1	75.3655	47.7387	40.2999	118.605	121.775	81.4012
Zfp82	152.187	76.6551	51.9946	24.5145	40.3415	255.165	99.2241	45.7257
Zfp820	19.9851	2.64328	21.469	13.8304	10.972	34.6433	0	4.75542
Zfp821	1400.56	1548.96	1125.84	1217.74	971.543	668.849	825.364	1331.05
Zfp825	48.7725	25.1112	37.3867	20.7005	51.3965	48.0588	40.5917	21.8707
Zfp827	1154.27	894.75	610.593	686.972	770.74	528.074	545.733	691.087
Zfp830	660.907	277.544	375.541	361.854	288.332	206.639	202.958	515.197
Zfp831	60.0209	48.9007	58.8604	74.7771	58.8218	91.8629	81.1834	48.8765
Zfp839	306.264	161.24	85.7702	69.8196	49.4571	153.297	162.367	104.113
Zfp84	1143.06	430.855	403.202	248.744	183.725	225.015	284.142	587.119
Zfp846	367.726	114.983	314.702	318.586	185.789	165.257	252.57	337.232
Zfp85	52.5583	23.7895	42.2544	21.3229	34.6479	66.4349	72.163	17.8669
Zfp850	62.0959	11.8948	17.8772	1.24499	3.62967	69.7534	36.0815	9.13502
Zfp85os	715.39	692.539	703.807	823.986	625.749	347.822	396.896	503.372
Zfp862-ps	392.536	297.369	194.251	214.734	190.736	126.017	184.918	201.405
Zfp865	930.593	289.439	224.969	130.665	164.788	212.043	85.6935	176.375
Zfp866	171.601	71.3685	66.6074	59.0227	84.6446	111.717	135.306	78.6808
Zfp867	86.8317	25.1112	20.1497	14.4077	29.3695	78.1218	27.0611	21.0567
Zfp868	89.7935	34.3626	33.1833	20.8246	69.7108	71.698	31.5713	26.6183
Zfp869	80.8449	56.8305	78.6443	72.2306	86.086	120.751	112.755	70.3208
Zfp87	73.2381	54.1872	89.6846	74.1319	64.3079	125.008	121.775	52.853
Zfp870	90.1397	31.7194	37.3674	50.1496	29.4109	101.182	54.1222	43.2525
Zfp871	60.8141	128.199	171.598	194.147	117.229	113.99	54.1222	191.002
Zfp872	221.897	109.696	114.75	132.555	78.9511	121.073	103.734	179.553
Zfp873	599.054	397.814	511.491	657.16	733.862	337.826	320.223	593.525
Zfp874a	117.764	46.2574	160.803	98.624	91.8209	146.988	171.387	89.7611
Zfp874b	48.303	22.4679	61.4267	66.0057	42.1148	84.2694	72.163	42.5087
Zfp879	89.0651	34.3626	43.2317	27.027	18.3143	100.609	40.5917	33.3542
Zfp882	851.435	452.001	282.371	341.585	253.062	198.259	162.367	342.446
Zfp9	103.638	55.5089	54.2479	31.9956	27.6376	88.9189	85.6935	46.489
Zfp90	572.12	619.849	301.919	352.404	263.909	237.103	288.652	406.383
Zfp91	127.382	122.912	366.914	397.165	364.36	165.626	302.182	286.822
Zfp92	146.416	220.714	103.358	90.362	93.7604	124.193	252.57	134.274
Zfp93	498.269	342.305	165.478	91.686	33.3311	97.8462	72.163	117.558
Zfp930	872.192	1165.69	698.626	881.786	705.281	302.495	293.162	807.134
Zfp931	41.377	50.2223	41.9606	37.145	71.5672	61.6557	81.1834	47.2836
Zfp932	162.505	0	430.348	428.811	326.901	151.81	230.02	318.175
Zfp933	24.6965	10.5731	13.9676	8.80526	9.19872	29.2133	4.51019	7.54988
Zfp934	15.0416	9.25148	15.9176	14.4303	7.34235	28.7091	9.02037	3.97649
Zfp935	76.5981	15.8597	44.8158	28.2042	38.4852	51.0346	18.0407	34.2032
Zfp936	83.8881	25.1112	47.1124	13.8417	25.6568	135.05	67.6528	15.495
Zfp937	254.606	231.287	355.816	369.2	370.374	191.109	342.774	321.42
Zfp938	64.171	25.1112	30.8626	31.4862	33.1651	77.1482	72.163	26.2075
Zfp939	1397.53	1083.74	626.314	525.771	282.224	239.139	202.958	339.353
Zfp94	182.868	51.544	36.7126	25.703	43.9711	108.686	90.2037	27.7887
Zfp940	153.543	89.8715	78.6395	26.3932	53.2113	193.529	288.652	51.6398
Zfp941	149.914	76.6551	40.5981	10.0729	55.0262	100.228	171.387	28.6416
Zfp942	40.571	34.3626	19.8224	21.3455	7.34235	42.7929	58.6324	4.76322
Zfp943	261.448	93.8364	138.419	101.714	124.904	96.3364	148.836	110.47
Zfp944	109.435	56.8305	87.7682	70.9517	91.8623	97.9757	94.7139	35.3424
Zfp945	95.2308	31.7194	68.5911	53.409	40.2999	61.5463	36.0815	15.4794
Zfp946	674.131	307.942	340.933	217.337	190.736	135.396	130.795	175.233
