external_gene_name	Y	A	CtrlUn	KUnInj	CtrlInj	KInj	N	KN
Myo1b	565.627	395.17	259.048	217.348	370.706	388.189	293.162	202.156
Myo1c	1183.25	580.2	446.295	451.062	442.356	449.652	581.814	773.086
Myo1d	984.609	566.983	517.115	595.5	647.527	483.163	514.161	1082.45
Myo1e	611.278	640.995	393.943	477.432	429.984	198.242	189.428	479.404
Myo1f	208.981	134.807	125.81	91.0748	80.7659	257.135	211.979	149.029
Myo1g	99.0952	62.1171	56.8912	50.885	40.4245	136.099	148.836	59.5734
Myo1h	470.721	216.749	186.307	175.88	132.329	253.608	270.611	326.535
Myo3a	114.065	39.6492	97.1811	114.944	141.569	140.103	207.469	110.426
Myo3b	326.034	208.819	248.032	200.881	222.044	367.697	351.795	276.841
Myo5a	1129.99	452.001	707.385	915.683	914.041	393.096	451.019	705.685
Myo5b	489.425	380.632	709.402	799.618	611.23	593.55	604.365	723.772
Myo5c	1496.88	1731.35	2124.93	2556.68	2558.02	1158.08	1434.24	2514.28
Myo6	2204.49	2871.92	3307.63	3788.96	4352.7	1610.84	2273.13	3085.09
Myo7a	260.274	113.661	238.219	192.324	229.511	370.505	315.713	243.091
Myo7b	139.842	107.053	103.705	68.9713	126.635	184.498	126.285	86.6181
Myo9a	1652.81	818.095	418.745	421.556	466.696	473.416	351.795	713.753
Myo9b	3250.39	1702.27	1690.1	1707.84	1517.76	948.568	1001.26	2063.84
Myoc	156.593	142.737	103.946	79.078	117.56	131.029	112.755	118.763
Myocd	35.0596	33.041	45.5043	16.309	62.327	112.82	54.1222	30.9785
Myocos	111.812	38.3276	53.2994	40.9365	71.4842	125.798	27.0611	42.9157
Myod1	94.698	19.8246	33.1688	8.80526	47.8498	115.992	121.775	19.8708
Myof	238.853	93.8364	167.689	76.5881	137.233	271.385	162.367	118.376
Myog	129.267	67.4036	38.3303	56.5214	51.5625	105.33	72.163	62.4029
Myom1	1534.26	1012.38	566.996	464.678	334.409	378.35	617.896	628.778
Myom2	180.906	105.731	102.738	89.117	71.3597	225.937	162.367	90.2149
Myom3	196.808	144.059	92.3038	76.6671	139.546	241.827	153.346	144.231
Myot	86.7278	64.7603	53.6317	40.8461	78.9096	98.2289	184.918	54.407
Myoz1	87.6735	107.053	125.8	151.387	119.375	173.481	108.244	189.099
Myoz2	158.928	218.071	402.355	452.715	380.528	336.423	175.897	383.397
Myoz3	169.641	117.626	169.605	157.726	166.769	172.581	180.407	165.291
Mypn	88.841	66.082	73.0977	24.4918	54.9847	133.481	108.244	38.5594
Mypop	3704.38	1078.46	685.656	395.627	207.982	279.238	414.937	921.838
Myrf	345.583	165.205	278.125	273.791	317.868	407.047	455.529	293.866
Myrfl	166.156	70.0469	51.0316	47.1727	36.7948	118.224	63.1426	34.9744
Myrip	543.423	232.609	186.793	226.788	205.005	125.06	166.877	332.392
Mysm1	278.171	847.171	1274.94	1556.82	1274.03	569.199	865.956	1049.54
Myt1	1353.41	343.626	166.995	116.8	236.646	331.091	270.611	181.19
Myt1l	4204.18	2093.48	2380.35	2598.1	1822.99	1004.22	1280.89	3414.29
Myzap	62.955	37.0059	51.0027	33.2858	64.2249	122.015	63.1426	39.7104
Mzb1	129.156	83.2633	53.9157	30.1282	84.7279	143.488	162.367	55.2366
Mzf1	974.226	285.474	263.349	106.139	108.196	296.986	423.958	149.738
Mzt1	94.4327	77.9767	110.537	109.308	98.8314	73.3774	85.6935	64.4457
Mzt2	97.032	71.3685	141.356	134.264	154.48	134.46	121.775	122.364
N30.7TCRA	36.7378	194.281	220.309	256.825	350.826	140.319	234.53	252.603
N4bp1	171.684	173.135	135.502	174.023	134.185	161.706	85.6935	176.383
N4bp2	1677.51	689.896	357.125	317.772	265.974	202.876	202.958	234.243
N4bp2l1	1124.21	798.27	881.332	961.588	714.801	427.43	604.365	753.153
N4bp2l2	194.289	104.41	149.45	106.75	115.621	167.171	257.081	120.791
N4bp3	160.533	100.445	78.6202	132.543	69.5864	130.772	94.7139	160.055
N6amt1	448.822	183.708	181.916	159.435	152.749	159.611	130.795	144.567
Naa10	206.671	58.1521	78.6202	84.8047	71.6917	160.257	184.918	73.8513
Naa11	198.493	157.275	126.426	64.1155	111.784	201.785	166.877	82.6689
Naa15	846.149	886.82	1207.24	1369.12	1052.36	530.6	685.548	1123.43
Naa16	68.1042	40.9708	66.6266	70.963	84.2296	110.435	58.6324	49.6126
Naa20	446.202	656.855	401.556	507.312	383.286	175.138	220.999	344.743
Naa25	654.278	347.591	197.969	165.263	100.605	250.53	288.652	379.792
Naa30	957.028	1086.39	904.444	978.847	871.178	542.114	514.161	755.486
Naa35	1918.43	1328.25	912.21	927.476	547.794	466.41	414.937	1137.93
Naa38	20.7456	6.6082	1.29998	0	3.71269	5.48198	0	3.97649
Naa40	131.487	50.2223	79.275	79.2249	139.588	183.25	76.6732	85.8431
Naa50	2623.64	2349.88	1726.35	2050.02	1771.72	605.657	1091.47	1942.54
Naa60	1188.01	634.387	653.815	519.467	353.874	334.891	311.203	445.733
Naaa	1029.28	1716.81	1046.34	1066.36	664.11	487.637	590.834	1182.46
Naalad2	71.3918	68.7253	128.709	112.941	84.8107	113.917	135.306	94.9701
Naaladl1	58.8886	23.7895	35.6726	6.9039	34.8555	131.064	45.1019	32.5713
Naaladl2	74.6925	34.3626	29.8756	31.3732	22.027	43.8213	45.1019	24.9943
Nab1	119.751	37.0059	69.2459	69.6728	80.7659	86.6142	85.6935	78.2191
Nab2	332.555	413.673	345.536	389.436	314.156	267.156	275.121	744.895
Nabp1	174.302	462.574	380.915	396.952	387.745	256.548	270.611	319.357
Nabp2	152.23	31.7194	49.0576	23.2469	36.6288	103.887	126.285	101.252
Naca	215.016	60.7954	49.0624	48.4177	38.5266	98.0822	144.326	61.9296
Nacad	932.332	527.334	1098.99	1324.99	1318.49	562.055	726.14	1407.29
Nacc1	194.384	67.4036	62.7027	64.6477	64.2249	101.559	211.979	96.9157
Nacc2	439.047	251.112	285.568	226.493	177.492	273.163	329.244	592.997
NADH-cytochrome	0.656155	0	0	0	0	0	0	0
Nadk	1903.95	1075.81	392.952	303.918	304.832	424.29	505.141	690.48
Nadk2	2294.16	1868.8	1112.24	1230.75	1269.23	539.879	545.733	1060.13
Nadsyn1	76.0202	39.6492	41.2721	21.3229	89.7987	139.507	81.1834	52.45
Nae1	84.7027	52.8656	72.5007	65.2589	71.5257	95.5589	76.6732	77.8355
Naf1	594.232	744.083	515.381	606.976	535.619	247.026	405.917	392.069
Naga	327.721	112.339	126.075	87.3173	133.728	332.529	184.918	85.7768
Nagk	1502.05	606.633	388.85	379.895	277.153	227.844	225.509	651.063
Naglu	368.593	247.147	87.0653	70.9178	49.5816	120.402	99.2241	217.353
Nagpa	93.707	84.5849	64.4262	32.6069	49.6232	159.479	139.816	55.2522
Nags	161.894	50.2223	60.1171	19.478	36.6703	137.859	67.6528	52.8413
Naif1	143.09	88.5499	76.078	73.4755	57.1315	85.4937	54.1222	120.34
Naip1	111.519	84.5849	80.912	68.5633	77.0948	189.009	121.775	75.4559
Naip2	50.2471	47.579	49.7798	43.3587	78.9096	109.282	27.0611	56.0156
Naip5	123.208	74.0118	91.9331	54.1218	76.9702	260.289	99.2241	85.0408
Naip6	29.5809	9.25148	18.8498	21.9454	32.9161	74.5873	9.02037	12.7357
Naip7	64.8188	47.579	66.67	38.2658	75.1554	120.716	49.6121	54.0078
Nalcn	314.266	244.503	215.798	127.462	137.275	446.938	270.611	173.24
Nampt	2216.89	2546.8	1547.7	1791.37	1667.37	676.669	816.344	1447.66
Nanog	117.15	55.5089	76.0732	43.936	93.3037	129.983	121.775	44.9039
Nanos1	1113.6	642.317	601.205	717.847	670.26	325.379	473.57	651.404
Nanos2	178.702	22.4679	33.4674	8.82788	25.6568	79.9745	27.0611	22.6302
Nanos3	177.005	55.5089	33.1688	43.2458	25.7398	150.001	130.795	52.8686
Nanp	44.8357	23.7895	42.2207	70.2388	58.6144	36.9508	108.244	52.4539
Nans	1077.39	881.534	718.849	925.959	604.054	371.197	374.345	810.425
Nap1l1	2401.97	2119.91	1371.51	1798.22	1414.26	613.544	726.14	1438.88
Nap1l2	1060.08	1493.45	1155.57	1179.98	1244.24	453.599	599.855	1256.02
Nap1l3	901.497	2376.31	1604.93	1914.84	2177.43	671.325	847.915	1168.24
Nap1l4	122.295	169.17	66.9637	55.8537	77.0118	144.122	99.2241	75.452
Nap1l5	177.082	124.234	175.103	199.659	161.781	71.2341	135.306	151.307
Napa	3659.18	1987.75	845.091	441.453	299.264	388.133	257.081	1243.83
Napb	119.581	233.93	263.238	290.235	271.709	153.847	288.652	228.034
Napepld	234.829	134.807	65.6204	54.62	49.4571	103.87	63.1426	62.0075
Napg	818.628	886.82	422.702	428.471	498.907	301.553	216.489	514.472
Naprt	204.32	80.62	71.1236	57.2343	58.9879	168.755	94.7139	62.7826
Napsa	81.71	13.2164	32.8319	3.78014	36.7118	105.564	81.1834	11.1232
Narf	3508.78	1566.14	767.174	964.61	795.163	485.56	288.652	1650.87
Narfl	333.089	130.842	99.7666	96.1225	91.5718	115.551	144.326	164.019
Nars	181.246	264.328	149.826	147.687	124.945	160.692	108.244	187.048
Nars2	920.309	1025.59	1424.81	1460.93	1166.03	519.814	577.304	1256.97
Nasp	87.0897	33.041	55.5913	38.8996	64.3079	67.7485	45.1019	48.8961
Nat1	96.6574	62.1171	131.217	116.811	67.8961	113.269	67.6528	161.342
Nat10	333.272	264.328	425.885	444.226	401.932	460.014	329.244	359.475
Nat14	1953.31	330.41	454.783	243.13	242.546	235.541	166.877	405.471
Nat2	410.893	749.37	321.053	302.651	331.682	266.25	306.693	297.464
Nat3	254.045	232.609	242.115	233.046	248.157	276.26	315.713	220.981
Nat6	203.937	56.8305	43.5495	28.9284	44.1372	89.3365	90.2037	48.4423
Nat8	81.4581	38.3276	50.0206	10.684	36.6288	105.978	63.1426	32.9784
Nat8f1	75.6319	56.8305	17.4921	13.8304	22.2761	64.1765	117.265	13.8826
Nat8f2	98.7058	64.7603	55.6105	18.233	34.7724	126.429	117.265	38.9236
Nat8f3	26.1773	5.28656	20.7902	5.02513	3.71269	51.5934	54.1222	7.55377
Nat8f4	115.521	39.6492	49.0335	19.478	51.4795	131.749	63.1426	25.8122
Nat8f5	68.8033	37.0059	28.8886	13.8304	22.027	98.7653	54.1222	14.6928
Nat8f6	18.2746	44.9358	21.0983	18.9007	21.9441	31.8289	45.1019	15.9021
Nat8f7	18.5601	25.1112	32.8366	25.1256	14.7677	27.3207	18.0407	47.7023
Nat8l	528.625	187.673	250.035	290.1	311.386	207.849	198.448	459.964
Nat9	100.249	56.8305	38.3496	16.2752	49.7477	86.2313	216.489	18.2895
Natd1	134.63	81.9417	63.3526	28.2833	57.09	135.664	76.6732	57.6085
Nav1	754.024	352.878	442.707	615.272	508.188	588.483	739.671	642.01
Nav2	3264.48	1792.14	1289.88	996.583	813.477	816.704	1177.16	959.766
Nav3	1370.93	684.609	563.404	725.906	404.038	254.741	279.632	856.929
Naxd	557.399	466.539	151.395	162.739	73.6311	142.117	117.265	220.524
Naxe	673.225	286.796	231.927	212.459	163.139	202.669	216.489	410.954
Nbas	875.582	835.276	678.679	487.789	428.294	485.883	577.304	579.142
Nbdy	382.062	240.538	219.697	198.47	185.623	101.205	166.877	195.456
Nbea	271.958	277.544	318.8	311.4	317.577	268.971	338.264	307.784
Nbeal1	2028.7	2410.67	1187.35	1504.89	1474.37	849.5	856.935	1185.8
Nbeal2	1109.16	470.504	460.826	577.199	378.006	313.614	279.632	992.143
Nbl1	464.145	101.766	95.8426	54.0202	139.422	184.221	189.428	170.411
Nbn	449.036	541.872	383.197	432.998	605.038	304.049	311.203	268.563
Nbr1	1578.01	555.089	311.986	258.772	214.452	277.233	189.428	862.158
Ncald	226.421	178.421	92.9008	47.0597	95.4506	262.182	207.469	83.4167
Ncam1	732.119	477.112	511.554	579.689	717.861	560.758	1150.1	751.2
Ncam2	487.351	442.749	251.784	261.228	300.912	168	180.407	238.293
Ncan	308.743	104.41	121.197	126.986	115.87	137.934	130.795	214.555
Ncapd2	217.825	220.714	265.216	299.606	225.757	214.812	216.489	358.328
Ncapd3	1422.21	1159.08	603.785	710.717	452.012	426.552	342.774	765.869
Ncapg	2592.81	3649.05	2304.28	2729.45	2909.75	1043.01	1298.93	2242.54
Ncapg2	1768.36	1652.05	1208.58	927.655	547.296	539.902	545.733	1237.36
Ncaph	75.0911	71.3685	72.8425	64.772	73.3406	133.354	225.509	75.5299
Ncaph2	405.233	132.164	53.9445	53.488	55.1506	117.446	157.857	88.583
Ncbp1	533.944	481.077	586.919	627.71	398.427	374.889	360.815	839.427
Ncbp2	801.793	499.58	278.736	392.197	283.998	245.413	284.142	378.861
Ncbp3	962.448	458.609	911.155	1170.84	1085.84	537.352	640.446	758.484
Nccrp1	177.649	48.9007	34.127	13.8304	45.7445	115.703	67.6528	34.5713
Ncdn	288.889	148.024	144.582	207.954	128.284	202.747	266.101	419.58
Nceh1	761.072	1970.56	1104.92	1338.32	826.43	474.556	563.773	1075.38
Ncf1	140.708	34.3626	54.6187	19.4893	51.4795	103.815	117.265	50.45
Ncf2	167.468	232.609	153.702	201.005	183.102	146.45	85.6935	241.522
Ncf4	251.45	173.135	381.459	480.319	265.974	338.51	202.958	998.967
Nck1	74.1975	42.2925	44.4691	39.6801	58.6559	57.3808	36.0815	33.7573
Nck2	1003.69	469.182	400.771	434.764	420.661	194.494	293.162	356.383
Nckap1	279.635	466.539	367.824	439.178	490.123	281.863	342.774	320.641
Nckap1l	107.43	158.597	104.543	70.3631	152.25	273.779	153.346	104.885
Nckap5	101.41	54.1872	39.9529	25.7369	27.5546	88.3655	58.6324	43.2643
Nckap5l	229.982	55.5089	57.1753	28.2833	47.7669	177.682	198.448	44.8845
Nckipsd	971.887	266.971	254.156	215.481	258.548	370.142	419.447	484.927
Ncl	295.485	81.9417	144.303	172.778	86.1274	115.828	126.285	152.555
Ncln	337.485	136.129	176.177	124.327	98.7482	225.424	311.203	213.381
Ncmap	55.6779	30.3977	39.0284	8.7601	56.6335	136.546	94.7139	24.6262
Ncoa1	226.276	362.129	281.803	264.555	168.791	306.058	243.55	355.06
Ncoa2	769.187	999.16	809.987	715.052	752.467	657.735	653.977	658.594
Ncoa3	618.678	179.743	163.76	132.442	115.787	202.511	184.918	258.962
Ncoa4	992.361	506.188	354.554	329.067	255.375	353.174	410.427	504.086
Ncoa5	191.489	104.41	145.877	147.031	168.251	209.611	117.265	283.612
Ncoa6	320.468	229.965	200.646	153.753	201.375	387.547	550.243	248.637
Ncoa7	318.529	272.258	235.606	239.067	301.202	342.544	419.447	170.442
Ncor1	292.138	640.995	724.549	834.149	689.683	572.976	604.365	946.651
Ncor2	568.772	214.106	208.6	147.562	151.959	459.732	708.099	358.406
Ncr1	34.8638	14.538	18.532	3.13505	22.1931	42.162	49.6121	2.38356
Ncs1	868.245	311.907	229.149	250.611	222.21	217.3	153.346	405.274
Ncstn	181.586	87.2282	165.782	167.685	155.921	169.784	162.367	171.151
Nctc1	116.803	31.7194	34.7578	18.8781	56.9655	105.025	180.407	33.7963
Ndc1	443.338	204.854	168.95	178.946	113.973	115.879	166.877	261.834
Ndc80	96.5078	55.5089	49.7702	33.2632	14.5187	101.294	76.6732	38.133
Nde1	643.945	388.562	133.609	133.256	126.552	135.664	211.979	113.628
Ndel1	159.269	134.807	109.786	76.0107	119.126	184.495	103.734	129.522
Ndfip1	613.827	444.071	412.894	561.919	346.532	220.273	392.386	450.233
Ndfip2	815.441	1785.54	1568.72	1904.72	1747.69	710.61	947.139	1457.93
Ndn	267.247	87.2282	107.942	87.9171	102.876	92.727	94.7139	72.2895
Ndnf	390.699	693.861	187.815	158.936	209.548	175.974	193.938	126.309
Ndor1	257.266	117.626	88.4808	78.5797	113.889	200.868	230.02	142.25
Ndp	75.6681	68.7253	95.8475	63.3349	67.9791	91.1398	121.775	64.7981
Ndrg1	265.529	219.392	155.3	120.716	168.874	251.255	135.306	221.224
Ndrg2	181.852	179.743	310.066	429.513	458.856	284.124	302.182	398.007
Ndrg3	319.526	455.966	395.644	534.532	400.74	433.125	351.795	670.976
Ndrg4	2642.95	2141.06	1496.53	1935.05	1717.88	826.834	780.262	2063.13
Ndst1	806.671	790.341	779.601	880.801	782.21	630.967	667.508	969.044
Ndst2	327.92	177.1	168.286	186.721	195.112	202.589	166.877	227.639
Ndst3	152.764	163.883	310.341	306.375	322.732	233.648	171.387	239.169
Ndst4	582.572	736.153	681.317	653.618	693.977	363.672	473.57	405.565
Ndufa1	14.037	17.1813	15.2676	17.5879	5.52752	19.8365	31.5713	10.3482
Ndufa10	123.69	128.199	74.7492	102.959	110.136	126.863	31.5713	91.3502
Ndufa11	0	0	0	0	0	0	0	0
Ndufa12	410.801	701.791	379.216	436.711	346.865	200.675	171.387	398.414
Ndufa13	309.392	155.953	166.918	147.008	117.311	160.078	234.53	227.248
Ndufa2	676.071	569.627	329.2	346.01	299.221	126.342	193.938	361.13
Ndufa3	911.187	389.884	279.891	145.717	141.278	176.274	198.448	240.394
Ndufa4	97.2417	167.848	229.139	266.762	306.315	165.212	211.979	202.512
Ndufa4l2	1328.95	483.72	333.702	362.952	323.354	292.003	374.345	776.303
Ndufa5	100.256	314.55	368.536	375.583	275.505	159.531	248.06	257.424
Ndufa6	175.844	151.989	177.063	224.818	194.49	199.826	153.346	274.923
Ndufa7	146.139	21.1462	29.9141	33.2407	25.8228	64.5221	54.1222	44.5048
Ndufa8	127.953	107.053	178.065	155.36	185.207	176.13	252.57	115.972
Ndufa9	231.527	379.311	1114.82	1362.52	875.099	415.185	514.161	1542.12
Ndufab1	197.411	121.591	108.525	79.8586	163.222	228.483	207.469	121.127
Ndufaf1	76.3322	52.8656	39.9721	17.6105	30.9352	89.3365	153.346	28.2035
Ndufaf2	102.174	64.7603	65.943	53.3976	47.6838	100.499	99.2241	52.4343
Ndufaf3	280.847	60.7954	45.4995	35.1646	56.7165	60.5726	45.1019	114.426
Ndufaf4	1018.22	2049.86	1468.31	1784.55	1780.52	670.441	820.854	1766.21
Ndufaf5	1285.93	1332.21	584.83	677.747	738.53	373.259	401.407	675.76
Ndufaf6	365.135	294.726	366.524	381.774	315.431	299.611	270.611	290.43
Ndufaf7	1053.64	1082.42	974.686	935.183	747.396	496.539	568.284	958.158
Ndufaf8	1399.13	709.721	275.447	298.882	232.808	117.083	90.2037	731.642
Ndufb10	749.293	203.533	177.544	209.697	117.311	135.549	216.489	341.957
Ndufb11	662.63	536.586	395.249	395.14	493.462	166.612	270.611	390.543
Ndufb2	829.003	561.697	335.613	351.001	219.939	189.237	275.121	367.905
Ndufb3	1198.83	1075.81	475.265	628.493	519.493	250.213	311.203	572.48
Ndufb4	117.728	114.983	67.2766	51.5189	58.6559	121.888	144.326	69.1076
Ndufb5	3821.28	1995.68	1488.09	1834.62	1461.42	753.198	676.528	1943.24
Ndufb6	161.114	129.521	417.579	544.808	316.748	182.444	261.591	468.848
Ndufb7	652.116	544.516	481.659	464.802	462.735	316.423	414.937	585.168
Ndufb8	115.759	55.5089	59.7272	54.62	69.8354	151.77	153.346	70.3091
Ndufb9	782.582	1042.77	759.976	990.223	752.716	356.79	356.305	899.332
Ndufc1	234.03	150.667	240.493	235.502	178.197	155.031	198.448	212.575
Ndufc2	321.451	124.234	128.429	103.026	99.2465	134.904	157.857	142.211
Ndufs1	192.004	327.767	277.518	305.786	243.49	272.123	329.244	248.219
Ndufs2	142.634	75.3335	58.1334	73.4642	80.517	112.814	81.1834	64.7552
Ndufs3	251.708	70.0469	150.384	165.117	172.712	160.334	162.367	207.796
Ndufs4	86.3612	162.562	122.849	73.4191	106.298	118.481	72.163	83.4089
Ndufs5	62.1197	22.4679	31.5367	16.9203	29.3695	87.6426	45.1019	29.0135
Ndufs6	137.26	141.415	185.537	182.228	146.971	158.35	99.2241	179.879
Ndufs7	1650.05	462.574	346.307	362.476	164.995	224.433	216.489	663.404
Ndufs8	160.817	122.912	77.975	23.2129	49.7062	169.599	130.795	80.6028
Ndufv1	171.367	38.3276	42.8562	26.3368	47.7669	123.096	175.897	31.7924
Ndufv2	104.24	54.1872	61.7781	47.6822	65.7492	77.2894	45.1019	53.9845
Ndufv3	776.197	561.697	322.333	437.707	392.069	222.33	261.591	628.84
Neat1	107.466	47.579	34.7722	24.5145	25.5737	93.7352	99.2241	37.3501
Neb	296.925	307.942	270.483	204.774	321.498	317.984	288.652	220.888
Nebl	444.945	711.042	2147.8	2564.58	2210.86	1195.73	1222.26	1818.4
Necab1	76.7859	52.8656	93.8975	87.9963	82.4977	101.583	63.1426	51.2407
Necab2	275.827	173.135	85.149	90.3281	58.6974	182.749	108.244	103.663
Necab3	238.858	104.41	89.7374	109.93	123.089	177.374	135.306	199.072
Necap1	1086.74	1194.76	840.884	994.908	793.68	348.093	545.733	611.082
Necap2	204.904	76.6551	71.1525	37.1225	115.538	128.18	189.428	42.4697
Nectin1	1395.76	362.129	194.083	243.436	141.32	188.626	180.407	351.968
Nectin2	582.552	55.5089	121.226	32.007	126.718	213.225	374.345	69.0569
Nectin3	400.844	381.954	320.403	277.084	280.409	418.506	392.386	185.049
Nectin4	153.232	71.3685	55.9138	43.2458	47.7669	102.159	121.775	34.5674
Nedd1	138.227	89.8715	140.76	154.625	141.361	198.925	117.265	125.541
Nedd4	1639.49	506.188	612.385	699.274	674.749	350.879	410.427	658.292
Nedd4l	3467.81	2815.09	1471.82	1902.6	1714.43	957.436	1046.36	2664
Nedd8	98.5115	55.5089	43.8625	29.5057	36.7948	98.3877	117.265	24.6574
Nedd9	76.0143	37.0059	48.0995	31.4184	77.1362	86.0207	153.346	34.5401
Nefh	53.5705	50.2223	103.71	54.0088	73.5481	85.7672	148.836	105.256
Nefl	328.568	582.843	506.354	496.062	614.528	227.544	306.693	761.145
Nefm	138.761	273.579	248.495	255.692	275.255	167.069	216.489	301.565
Negr1	2630.18	3767.99	1668.16	1936.16	1637.79	619.119	843.405	2037.09
Neil1	1274.09	688.574	554.333	559.679	301.244	412.627	351.795	831.791
Neil2	120.201	34.3626	45.4706	29.5057	47.6838	129.891	144.326	46.4579
Neil3	290.005	640.995	593.207	778.872	1032.92	454.405	500.631	409.863
Nek1	1893.12	3190.44	1996.87	2615.67	2414.3	898.284	1398.16	2047.9
Nek10	572.515	778.446	614.016	610.271	647.693	345.365	518.671	477.885
Nek11	190.808	103.088	73.4588	48.3161	77.0532	287.512	162.367	55.1937
Nek2	820.172	651.568	296.392	378.005	326.942	324.158	387.876	554.891
Nek3	98.4369	59.4738	128.173	109.263	112.033	117.274	189.428	71.4911
Nek4	778.155	218.071	246.993	354.759	224.44	161.248	139.816	366.014
Nek5	201.282	128.199	206.163	203.371	234.831	380.674	293.162	119.178
Nek6	906.116	754.656	633.574	727.545	497.922	251.494	383.366	676.225
Nek7	237.034	200.889	279.882	222.407	345.132	237.883	428.468	170.113
Nek8	209.806	47.579	34.151	13.8078	47.5593	131.948	49.6121	25.0488
Nek9	124.714	112.339	117.683	102.392	110.053	117.683	99.2241	170.05
Nelfa	262.837	363.451	311.356	349.303	174.443	327.747	342.774	503.725
Nelfb	121.47	19.8246	51.3735	38.9334	58.8218	139.282	49.6121	36.5401
Nelfcd	422.22	522.048	338.661	426.469	511.942	212.346	360.815	394.446
Nelfe	1311.03	372.702	248.952	246.82	103.001	189.574	239.04	383.303
Nell1	379.235	200.889	197.261	138.847	86.4594	130.072	239.04	170.403
Nell1os	112.423	60.7954	47.7721	28.9284	29.4939	72.1876	49.6121	35.7612
Nell2	354.45	245.825	320.355	313.437	273.772	250.863	239.04	493.389
Nemf	338.455	319.837	517.009	618.148	413.93	480.853	478.08	537.607
Nemp1	1987.56	1837.08	1198.38	1316.79	1137.44	633.24	865.956	1946.11
Nemp2	685.024	865.674	485.81	639.55	404.939	248.683	225.509	479.432
Nenf	123.041	89.8715	67.2141	61.5014	107.905	97.8635	72.163	77.4519
Neo1	114.709	79.2984	96.5647	49.5271	64.3079	190.196	148.836	77.4207
Nepn	82.7275	48.9007	104.962	60.8563	104.774	122.931	103.734	59.1585
Nepro	3244.38	2562.66	1898.49	2062.01	1959.45	836.857	1118.53	1851.99
Nes	386.753	111.018	75.9818	54.6765	71.3597	106.356	130.795	129.941
Nespas	3.25807	2.64328	0.977395	1.24499	3.67117	3.19182	4.51019	1.98825
Net1	1710.75	1271.42	927.467	1032.09	789.843	472.11	681.038	720.163
Neto1	822.439	1711.52	1539.05	2029.03	1721.66	610.689	1014.79	1797.18
Neto2	53.2935	34.3626	25.032	16.3881	43.9711	42.2687	40.5917	34.544
Neu1	628.326	256.398	161.597	148.864	110.136	155.927	58.6324	222.873
Neu2	247.59	510.153	562.537	631.243	367.077	444.934	563.773	1016.53
Neu3	67.1381	19.8246	58.1816	38.9561	51.3965	94.4555	63.1426	75.08
Neu4	104.742	261.685	262.216	336.016	270.018	196.064	211.979	277.295
Neurl1a	715.369	709.721	714.64	674.284	742.397	572.788	644.957	975.619
Neurl1b	277.183	66.082	52.9575	47.2405	60.5122	119.362	72.163	61.2014
Neurl2	0	0	0	0	0	0	0	0
Neurl3	227.472	140.094	119.912	44.6941	111.826	262.196	257.081	83.7964
Neurl4	1789.03	518.083	326.624	361.164	237.268	332.244	175.897	894.695
Neurod1	1118.67	1140.58	859.069	847.64	868.794	389.246	577.304	863.619
Neurod2	931.288	173.135	278.495	250.521	198.286	281.704	252.57	507.329
Neurod4	138.725	174.456	468.611	563.053	402.679	271.881	365.325	345.065
Neurod6	1428.31	1058.63	1427.21	1556.18	1714.03	489.53	721.63	1235.43
Neurog1	419.433	144.059	59.1205	25.7369	60.4707	120.246	108.244	53.6359
Neurog2	1254.19	289.439	202.48	217.315	196.096	195.266	257.081	167.624
Neurog3	148.069	117.626	79.9635	44.6037	97.1409	144.067	81.1834	73.8825
Nexmif	148.909	124.234	141.01	91.5166	115.912	214.561	166.877	71.534
Nexn	249.97	198.246	281.923	317.794	174.609	177.27	365.325	271.307
Nf1	899.915	454.644	384.179	292.137	266.223	470.981	266.101	552.571
Nf2	565.863	266.971	461.788	513.774	356.063	566.63	658.487	948.57
Nfam1	196.294	141.415	102.362	110.643	113.516	194.543	171.387	155.733
Nfasc	580.242	474.469	732.802	929.365	810.055	550.275	667.508	1218.99
Nfat5	653.783	594.738	456.757	594.12	429.237	388.521	392.386	706.195
Nfatc1	371.677	1472.31	235.904	252.422	194.281	269.055	189.428	229.639
Nfatc2	413.518	190.316	240.536	155.349	225.757	494.974	644.957	273.295
Nfatc2ip	59.1399	18.503	31.2381	21.3681	22.027	85.2228	85.6935	25.8122
Nfatc3	1585.2	1004.45	826.887	874.802	464.134	413.767	401.407	1162.43
Nfatc4	1000.84	370.059	156.961	143.273	152.416	200.483	329.244	188.661
Nfe2	290.096	187.673	111.601	123.569	121.108	173.644	85.6935	155.768
Nfe2l1	143.231	167.848	100.821	143.262	132.204	180.871	99.2241	256.505
Nfe2l2	170.776	144.059	124.876	82.8468	95.3677	219.067	81.1834	95.7026
Nfe2l3	385.946	199.568	219.755	273.678	219.441	135.284	90.2037	329.466
Nfia	3197.7	3391.33	2393.59	2577.39	2617.06	1194.88	1240.3	2614.99
Nfib	1003.13	749.37	841.547	1069.56	988.168	643.596	861.446	1078.71
Nfic	218.373	44.9358	48.0947	30.1959	22.027	105.814	45.1019	67.4951
Nfil3	104.376	191.638	46.1543	46.5389	67.9791	105.293	261.591	36.1214
Nfix	549.621	124.234	74.9899	70.1711	78.702	152.251	90.2037	162.822
Nfkb1	384.8	2147.66	1145.89	1537.12	1200.85	562.956	753.201	1128.61
Nfkb2	782.915	362.129	168.411	123.093	128.533	233.026	139.816	275.714
