external_gene_name	E11mean	E12mean	E13mean	E14mean	E15mean	E16mean	E18mean	P0mean	CtrlUnInjmean	YoungFC	AdultFC	UnInjCST_FC	InjCST_FC
Cdk4	1640.115	2347.875	2002.94	1998.185	1838.065	1451.58	1526.63	606.12	42.835	1832.47			761.2280000000001
Cdk5	16.105	27.005	35.71	46.545	64.37	60.855000000000004	63.67	93.88	50.355000000000004	287.579			101.71700000000001
Cdk5r1	2.125	13.52	48.57	58.82	74.56	92.99000000000001	86.695	100.975	66.825	2215.3			459.805
Cdk5r2	0.125	1.04	1.6549999999999998	0.845	4.145	1.87	2.85	8.379999999999999	69.485	1163.04			541.237
Cdk5rap1	7.59	12.72	11.559999999999999	13.89	18.055	13.865	15.11	7.13	6.08	134.05200000000002			88.3364
Cdk5rap2	13.395	19.84	22.75	14.129999999999999	10.465	9.8	9.739999999999998	4.47	2.955	237.935			211.91299999999998
Cdk5rap3	59.06	69.91499999999999	85.11	85.13499999999999	79.095	88.65	85.06	73.77000000000001	12.315	1821.84			579.201
Cdk6	12.76	12.035	18.990000000000002	21.175	10.3	20.495	14.985	6.43	0.355	1705.19			580.987
Cdk7	13.05	14.844999999999999	14.33	12.75	13.27	13.440000000000001	14.71	8.379999999999999	12.725000000000001	101.82799999999999			123.12799999999999
Cdk8	11.105	31.494999999999997	23.25	13.059999999999999	14.14	14.155000000000001	14.059999999999999	9.59	13.415	1710.21			864.789
Cdk9	74.56	69.605	88.91999999999999	79.33	62.615	77.305	66.24	57.135000000000005	52.78	150.803			39.9288
Cdkal1	18.66	30.205	29.25	24.405	23.515	23.035	26.11	14.885	8.235	845.8969999999999			729.4889999999999
Cdkl1	0.305	0.325	0.395	0.5549999999999999	2.075	1.7149999999999999	2.34	7.26	10.075	78.8697			62.4282
Cdkl2	0.095	0.43	0.665	1.28	4.605	4.73	6.279999999999999	17.505	23.025	62.8423			111.71700000000001
Cdkl3	6.525	10.275	13.065000000000001	14.899999999999999	17.425	19.75	20.365000000000002	33.955	12.385000000000002	1025.78			355.556
Cdkl4	0.51	1.3450000000000002	1.19	1.9649999999999999	3.3049999999999997	2.55	3.1950000000000003	4.1	8.02	63.4026			24.381999999999998
Cdkl5	1.4	2.8899999999999997	2.865	2.95	5.0600000000000005	3.67	5.995	4.845000000000001	26.015	187.26			164.101
Cdkn1a	9.73	26.435	30.72	33.08	41.195	37.885	38.79	109.21000000000001	11.329999999999998	1294.82			386.702
Cdkn1b	10.04	21.244999999999997	31.740000000000002	44.635000000000005	51.47	44.55	46.665	33.910000000000004	32.99	1624.28			647.4069999999999
Cdkn1c	81.865	240.76	214.45499999999998	87.305	136.925	82.63499999999999	105.77000000000001	72.765	4.279999999999999	1225.93			169.533
Cdkn2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.423			211.47799999999998
Cdkn2aip	17.6	31.97	34.18	35.62	36.41	32.894999999999996	38.945	16.64	8.24	122.446			65.7167
Cdkn2aipnl	76.75	108.10499999999999	97.58	97.9	100.38	95.695	100.405	107.425	37.085	307.865			122.209
Cdkn2b	0.065	0.2	0.225	0.235	0.325	0.655	0.435	1.83	0.5449999999999999	144.6			142.666
Cdkn2c	1.9049999999999998	7.5	10.99	9.765	8.629999999999999	12.3	9.515	5.115	2.115	79.5888			29.9285
Cdkn2d	24.625	51.885	65.33500000000001	78.815	94.19	85.25	88.52	102.95500000000001	33.41	2653.18			1249.98
Cdkn3	19.490000000000002	31.805	28.015	25.695	14.620000000000001	10.79	10.355	4.58	0.39	1042.54			499.575
Cdnf	0.23	0.18000000000000002	0.07	0.21000000000000002	0.18	0.28	0.175	0.215	0.88	3897.88			1475.83
Cdo1	8.094999999999999	33.355000000000004	48.16	47.53	57.315	58.29	57.845	102.85	21.005000000000003	90.2024			56.2508
Cdon	7.91	13.175	19.19	17.4	8.64	13.405000000000001	9.525	0.9400000000000001	2.335	396.272			201.21400000000003
Cdpf1	16.41	16.35	15.024999999999999	15.135	24.335	19.47	23.835	26.03	9.97	119.73899999999999			53.3139
Cdr1	0.24000000000000002	1.35	2.9	4.83	15.280000000000001	10.094999999999999	14.525	28.83	0.0	14.854000000000001			102.77600000000001
Cdr2	6.83	12.075	11.585	8.945	9.670000000000002	8.25	8.64	4.76	10.280000000000001	95.0427			52.6157
Cdr2l	11.665	23.29	23.9	17.305	15.455	17.43	14.675	13.31	5.06	348.00699999999995			99.1118
Cdrt4	0.04	0.055	0.12	0.07	0.115	0.035	0.2	0.115	0.0	58.1895			59.4671
Cdrt4os1	0.005	0.09	0.015	0.05500000000000001	0.035	0.045	0.065	0.01	0.0	65.1334			55.5575
Cds1	0.27	0.635	1.135	1.76	3.335	3.5599999999999996	3.44	6.845000000000001	30.169999999999998	602.862			511.54900000000004
Cds2	11.145	22.165	29.35	16.48	20.35	20.825000000000003	21.465	17.545	72.175	1661.24			996.635
Cdsn	0.0	0.0	0.0	0.03	0.035	0.07500000000000001	0.02	0.165	0.48	326.33299999999997			342.58
Cdt1	40.065	44.885000000000005	36.245	24.905	11.035	12.555	11.48	5.225	0.33499999999999996	1392.26			367.159
Cdv3	108.955	120.015	105.05000000000001	91.505	63.56	68.865	67.71000000000001	73.745	40.59	42.8113			15.2821
Cdx1	0.075	0.05	0.03	0.0	0.0	0.0	0.0	0.035	0.0	174.532			69.2122
Cdx2	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	119.234			49.0047
Cdx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	60.9296			62.7219
Cdyl	6.105	12.344999999999999	10.195	3.79	3.855	3.765	3.715	2.73	3.765	1270.05			532.33
Cdyl2	2.385	3.2	4.945	3.585	3.04	3.71	3.88	3.4050000000000002	4.015	46.1952			34.4352
Ceacam1	0.21000000000000002	0.28500000000000003	0.16999999999999998	0.255	0.385	0.33999999999999997	0.37	0.49	1.505	76.8793			30.8626
Ceacam10	0.0	0.085	0.155	0.045	0.045	0.025	0.035	0.055	0.095	59.1127			107.885
Ceacam11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.2465			24.3627
Ceacam12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.4725			24.0497
Ceacam13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.6841			32.1626
Ceacam14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.6129			31.8689
Ceacam15	0.0	0.0	0.0	0.015	0.015	0.0	0.025	0.06	0.04	80.7381			33.7371
Ceacam16	0.0	0.045	0.02	0.035	0.08	0.315	0.16	0.52	0.0	594.312			73.4395
Ceacam18	0.005	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.025	44.8994			44.2236
Ceacam19	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	415.353			195.845
Ceacam2	0.034999999999999996	0.04	0.015	0.11	0.01	0.145	0.01	0.01	0.375	49.1876			11.0595
Ceacam20	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.8048			34.416
Ceacam3	0.0	0.0	0.01	0.01	0.02	0.02	0.02	0.02	0.03	54.2526			37.04
Ceacam5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.2978			30.5304
Ceacam9	0.01	0.0	0.02	0.015	0.0	0.125	0.075	0.135	0.255	59.5019			12.0369
Cebpa	0.14500000000000002	0.52	0.6699999999999999	0.22000000000000003	0.37	0.51	0.275	0.7250000000000001	2.0700000000000003	896.793			354.16900000000004
Cebpb	0.2	1.685	1.0150000000000001	0.11	0.20500000000000002	1.395	0.395	3.6950000000000003	1.68	308.325			140.678
Cebpd	1.41	3.11	3.375	2.54	5.1850000000000005	4.275	5.735	7.835	1.385	581.13			316.873
Cebpe	0.01	0.02	0.065	0.02	0.025	0.02	0.025	0.0	0.0	176.99900000000002			60.5167
Cebpg	24.490000000000002	38.535	51.730000000000004	48.305	34.05	42.605	39.95	9.535	16.805	181.92700000000002			85.5293
Cebpz	13.559999999999999	23.745	21.55	18.03	20.3	16.84	20.36	14.455	17.615000000000002	116.609			65.6396
Cebpzos	58.55	87.235	91.36500000000001	102.89	98.67500000000001	86.06	93.945	116.57	49.425	731.582			223.945
Cecr2	6.755	15.585	9.690000000000001	5.015000000000001	4.3100000000000005	4.6850000000000005	3.5	0.745	1.275	1130.6			98.7124
Cel	0.025	0.01	0.01	0.075	0.025	0.07	0.015	0.055	0.0	140.209			29.9045
Cela1	0.44999999999999996	0.42000000000000004	0.1	0.29000000000000004	0.28500000000000003	0.27	0.39	0.61	2.115	208.963			85.8279
Cela2a	0.0	0.0	0.0	0.065	0.075	0.0	0.075	0.24	0.0	115.34299999999999			126.758
Cela3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.4297			29.5723
Cela3b	0.0	0.04	0.0	0.025	0.0	0.0	0.0	0.0	0.0	53.1337			31.8544
Celf1	86.14500000000001	93.58000000000001	145.885	111.29499999999999	66.00999999999999	107.63	90.445	52.065	48.36	818.632			214.416
Celf2	31.18	94.185	136.97	187.545	183.63	273.655	236.645	132.675	96.51	1845.38			1359.13
Celf3	4.335	25.439999999999998	37.94	51.185	63.345	51.315	56.47	41.95	25.115000000000002	4302.04			2829.11
Celf4	3.2249999999999996	23.265	61.785	96.78999999999999	79.695	141.18	119.3	163.52	138.44	1416.53			1424.44
Celf5	2.335	11.440000000000001	32.43	43.8	52.83	63.05	60.675	54.97	50.935	527.83			515.724
Celf6	1.19	7.015000000000001	12.8	18.71	14.425	24.285	21.13	26.035000000000004	7.2299999999999995	2383.81			1034.44
Celrr	0.03	0.07	0.22999999999999998	0.2	0.12000000000000001	0.285	0.45	0.895	4.4	464.852			69.5541
Celsr1	1.09	5.220000000000001	5.535	4.4	6.1	4.82	5.015000000000001	0.62	0.465	344.11199999999997			108.516
Celsr2	18.4	48.07	50.505	43.254999999999995	33.85	42.89	37.705	16.93	18.885	444.375			613.232
Celsr3	1.23	8.98	14.875	14.08	15.98	19.384999999999998	21.18	5.615	12.165	3212.95			589.125
Cemip	0.07	0.65	0.54	0.5650000000000001	0.435	0.585	0.48	0.22999999999999998	3.585	407.64300000000003			501.19699999999995
Cend1	4.465	3.7649999999999997	17.745	22.825000000000003	19.645	40.315	32.955	100.07	152.72	690.6519999999999			514.823
Cenpa	208.595	297.33000000000004	240.15	194.485	123.13	98.645	98.285	30.27	2.35	675.704			529.47
Cenpb	5.12	10.305	13.01	12.5	7.98	15.969999999999999	11.125	13.19	26.395000000000003	1387.74			262.337
Cenpc1	17.725	34.535	40.379999999999995	36.855000000000004	32.5	33.5	36.28	16.22	15.635	191.00799999999998			256.69
Cenpe	22.41	41.495000000000005	36.18	25.28	13.93	11.33	12.235	1.9500000000000002	0.23500000000000001	698.5039999999999			749.442
Cenpf	72.25	108.28	130.065	99.15	38.620000000000005	46.575	38.17	9.91	0.15	131.197			103.633
Cenph	40.215	50.22	39.335	28.44	15.540000000000001	13.455	13.265	6.155	0.6	84.5508			37.9885
Cenpi	19.715	25.875	21.955	20.674999999999997	14.504999999999999	11.245000000000001	13.535	2.74	0.48	607.711			417.406
Cenpj	9.975000000000001	16.57	16.45	12.094999999999999	9.84	9.31	11.235	2.81	0.96	71.65899999999999			24.3578
Cenpk	33.33	46.29	38.43	31.365000000000002	17.275	14.09	14.645	6.824999999999999	1.5899999999999999	1854.2			1286.74
Cenpl	24.525	37.349999999999994	32.160000000000004	29.064999999999998	21.285	17.63	17.2	4.93	1.7850000000000001	1535.32			628.649
Cenpm	38.504999999999995	55.72	49.075	44.25	32.88	24.75	23.85	10.524999999999999	0.8049999999999999	184.108			61.7397
Cenpn	32.935	40.32	31.89	24.259999999999998	16.575	11.71	12.78	4.07	0.7250000000000001	2021.11			1312.18
Cenpo	11.58	18.0	13.935	12.75	8.219999999999999	8.675	8.45	3.8200000000000003	1.98	285.54			199.851
Cenpp	20.575000000000003	36.025000000000006	27.525	22.755000000000003	16.29	11.935	12.96	7.435	1.43	201.817			119.912
Cenpq	23.045	34.06	29.275	24.56	18.84	15.809999999999999	17.91	9.559999999999999	6.664999999999999	72.3511			80.965
Cenps	36.260000000000005	39.995000000000005	41.34	32.725	22.295	20.03	19.634999999999998	16.13	2.965	233.051			191.43
Cenpt	25.685000000000002	42.665	49.745	51.41	38.23	47.34	44.53	29.555	4.505	958.204			293.185
Cenpu	14.915	21.375	19.814999999999998	16.545	10.245000000000001	7.970000000000001	9.475000000000001	5.0600000000000005	2.29	2519.11			1772.32
Cenpv	20.275	56.345	72.61500000000001	63.925	89.75	80.61	76.49	50.375	21.42	114.84100000000001			64.0604
Cenpw	60.94	80.86	51.76	42.36	27.15	22.155	21.96	21.03	4.675	115.68			111.794
Cenpx	68.36500000000001	99.6	104.195	106.005	104.46000000000001	83.28999999999999	81.245	87.24000000000001	11.04	0.808445			0.0
Cep104	11.435	18.97	18.17	16.875	12.64	17.314999999999998	16.155	7.505	9.01	37.6041			2.92256
Cep112	7.085	12.49	16.93	16.02	11.465	13.05	10.125	6.615	3.9250000000000003	767.8839999999999			430.49300000000005
Cep120	16.65	35.765	40.755	29.015	34.480000000000004	32.64	36.739999999999995	17.35	17.57	257.267			375.37800000000004
Cep126	1.1800000000000002	2.7199999999999998	2.335	1.735	1.84	1.775	1.895	1.095	9.165000000000001	127.101			149.156
Cep128	6.41	9.96	9.515	7.699999999999999	5.494999999999999	5.475	5.91	2.25	5.46	249.271			187.771
Cep131	22.869999999999997	40.870000000000005	41.185	23.41	20.814999999999998	29.195	23.465	18.4	5.41	227.03799999999998			91.8752
Cep135	6.234999999999999	10.989999999999998	9.184999999999999	6.325	3.89	4.595000000000001	4.26	1.855	3.73	678.295			433.17900000000003
Cep152	6.775	10.285	9.73	5.21	2.69	3.665	3.52	0.97	0.615	211.137			883.326
Cep162	7.1850000000000005	12.46	10.315000000000001	7.164999999999999	5.115	6.115	5.609999999999999	2.215	3.135	135.215			132.502
Cep164	6.07	8.92	8.4	6.845	4.16	6.595000000000001	4.9	3.475	2.2199999999999998	375.845			231.407
Cep170	16.82	53.575	84.58	83.73	105.135	113.275	131.575	72.81	28.725	236.638			164.13
Cep170b	3.13	9.495000000000001	10.649999999999999	9.135000000000002	10.05	19.475	13.105	22.015	30.200000000000003	572.1759999999999			196.94299999999998
Cep19	23.215	34.675	34.7	35.235	44.614999999999995	36.515	47.515	53.92	53.285000000000004	571.755			182.976
Cep192	9.275	17.814999999999998	16.595	7.93	7.67	5.995	7.555	1.205	1.685	1260.24			1255.25
Cep250	15.495000000000001	21.75	24.1	19.765	6.775	15.395	11.09	5.625	4.234999999999999	931.543			297.45099999999996
Cep290	2.04	4.46	5.115	4.205	2.83	3.065	3.105	1.775	4.965	5047.61			4777.16
Cep295	12.7	21.455	20.439999999999998	15.635000000000002	12.36	12.26	12.135	6.625	10.66	318.27299999999997			877.784
Cep295nl	0.11000000000000001	0.41000000000000003	0.30000000000000004	0.19	0.09	0.07	0.195	0.14500000000000002	0.0	89.6781			48.7542
Cep350	3.125	6.445	10.55	9.415	7.355	9.344999999999999	8.895	6.65	9.65	142.813			77.3347
Cep41	10.32	18.08	19.98	16.255000000000003	13.52	13.34	13.09	8.25	5.720000000000001	625.077			137.895
Cep44	17.64	25.975	32.205	30.205	26.045	27.28	24.39	16.735	10.895	96.4748			125.463
Cep55	22.380000000000003	42.019999999999996	39.76	27.025	16.174999999999997	12.875	14.504999999999999	1.9300000000000002	0.275	2879.27			2517.86
Cep57	38.38	63.455	61.36	56.715	39.245000000000005	39.879999999999995	37.515	34.075	16.73	178.392			212.885
Cep57l1	14.945	22.32	20.189999999999998	18.990000000000002	13.125	17.515	16.395	6.94	3.75	277.64			282.116
Cep63	19.64	27.48	35.504999999999995	32.745	23.15	28.375	26.165	21.415	12.675	117.141			123.956
Cep68	23.86	32.455	31.8	23.11	21.81	22.490000000000002	23.955	20.005000000000003	10.68	573.33			790.689
Cep70	21.555	42.94	54.055	66.285	59.41	63.97	68.24000000000001	37.135	19.655	995.2080000000001			525.4590000000001
Cep72	8.68	13.485	11.86	8.774999999999999	6.925	6.285	6.67	3.76	0.5	176.19			484.05199999999996
Cep76	13.24	22.255	18.785	16.795	9.11	10.275	10.754999999999999	2.6500000000000004	3.0149999999999997	87.3997			50.0686
Cep78	37.370000000000005	52.69	50.739999999999995	42.879999999999995	31.47	30.055	30.025	18.91	4.465	40.7109			136.812
Cep83	8.635000000000002	19.36	19.174999999999997	16.14	13.175	14.23	12.825	10.045	23.134999999999998	1162.76			820.7280000000001
Cep83os	1.9	4.195	3.8600000000000003	3.68	5.1850000000000005	4.345000000000001	4.505000000000001	5.390000000000001	14.05	79.1796			61.0512
Cep85	18.93	25.275	25.835	18.795	17.335	16.645	18.095	10.649999999999999	5.145	121.50200000000001			85.149
Cep85l	1.3399999999999999	3.37	4.09	3.935	7.3100000000000005	6.68	7.290000000000001	4.45	7.65	116.344			138.395
Cep89	38.7	47.86	49.035	43.36	21.990000000000002	34.14	27.525	20.95	7.75	1981.66			568.5840000000001
Cep95	10.53	17.38	21.665	17.155	11.16	17.259999999999998	17.060000000000002	4.945	7.65	2179.03			563.178
Cep97	9.620000000000001	14.92	17.385	16.6	14.489999999999998	13.725	15.364999999999998	5.75	6.245	246.088			262.92900000000003
Cept1	20.925	31.714999999999996	33.15	30.32	40.415	37.035	41.644999999999996	28.575000000000003	67.10499999999999	74.3347			88.0957
Cer1	0.015	0.035	0.06	0.16999999999999998	0.055	0.195	0.035	0.060000000000000005	0.135	99.1058			112.10700000000001
Cercam	8.525	10.905000000000001	8.04	5.62	3.0	5.785	4.76	10.625	3.835	783.413			190.804
Cerk	5.885	14.51	20.325000000000003	16.275	17.825	18.8	19.049999999999997	13.875	17.225	320.526			112.463
Cerkl	0.59	1.35	1.595	1.69	1.29	1.285	1.0050000000000001	0.97	1.6949999999999998	79.0281			43.5399
Cers2	67.68	92.3	91.05	83.59	70.505	81.715	83.11500000000001	62.1	52.125	1103.52			362.976
Cers3	0.45999999999999996	1.0350000000000001	0.98	0.425	0.45499999999999996	0.675	0.515	0.63	0.135	116.963			59.5152
Cers4	7.01	13.71	16.385	21.46	17.165	30.08	22.875	30.92	21.09	1036.67			369.44199999999995
Cers5	31.810000000000002	47.04	54.28	53.67	60.379999999999995	57.21	62.2	61.86	22.205	82.6162			140.346
Cers6	12.52	25.990000000000002	29.86	31.485	55.08	47.015	57.894999999999996	19.46	13.954999999999998	1495.35			758.2239999999999
Ces1a	0.0	0.0	0.0	0.01	0.04	0.01	0.015	0.03	0.0	77.3487			79.2895
Ces1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0643			221.041
Ces1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	84.1981			95.8811
Ces1d	0.44999999999999996	0.125	0.385	0.21000000000000002	0.01	0.07	0.165	0.135	0.29	58.8389			34.7818
Ces1e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	42.2892			49.0864
Ces1f	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.045	54.9648			41.9847
Ces1g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	51.4954			37.3433
Ces1h	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.02	0.0	37.351			24.9886
Ces2a	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	80.80199999999999			124.70700000000001
Ces2b	0.07	0.155	0.12000000000000001	0.26	0.22000000000000003	0.17	0.29000000000000004	0.06	0.0	80.4558			66.2511
Ces2c	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.115	0.0	46.191			54.9027
Ces2d-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	1.5431			0.0
Ces2e	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	67.997			93.3388
Ces2f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.185			103.035
Ces2g	0.005	0.0	0.0	0.015	0.055	0.0	0.08499999999999999	0.12000000000000001	0.055	52.6457			90.5994
Ces2h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.678			100.79700000000001
Ces3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	55.9365			46.5057
Ces3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	67.6064			53.285
Ces4a	0.0	0.0	0.0	0.05500000000000001	0.035	0.10500000000000001	0.12	0.04	0.02	87.5943			71.8314
Ces5a	0.025	0.045	0.135	0.135	0.45499999999999996	0.275	0.515	0.5700000000000001	0.44000000000000006	195.49900000000002			409.93800000000005
Cetn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.661			134.597
Cetn2	53.36	91.565	87.145	86.53999999999999	84.655	63.53	77.185	85.42	79.08	46.7317			43.1932
Cetn3	107.58	181.76	195.555	187.425	197.855	169.6	198.25	327.58500000000004	105.66	2207.97			1098.01
Cetn4	1.4	1.34	2.05	2.62	1.525	1.71	2.02	3.3899999999999997	18.6	12.2294			4.8436699999999995
Cfap100	0.615	1.385	1.895	2.79	2.495	3.78	3.1799999999999997	3.795	2.165	744.2260000000001			520.105
Cfap126	1.37	1.7599999999999998	3.8049999999999997	6.01	6.805	5.96	5.345000000000001	10.875	1.99	172.946			170.924
Cfap157	0.61	0.47500000000000003	0.25	0.7649999999999999	0.2	0.685	0.315	1.6150000000000002	0.435	173.18400000000003			92.3182
Cfap161	0.035	0.075	0.25	0.495	1.035	0.9450000000000001	0.8	2.675	1.355	94.9951			44.5317
Cfap20	69.74000000000001	102.595	102.59	108.63	110.985	98.33500000000001	104.82499999999999	85.29499999999999	31.75	146.172			46.1302
Cfap206	0.23	0.8200000000000001	1.325	1.27	2.5949999999999998	2.0100000000000002	2.0149999999999997	5.095000000000001	2.925	217.673			97.7684
Cfap221	0.055	0.20500000000000002	0.185	0.33999999999999997	0.26	0.27	0.16499999999999998	0.585	0.26	129.654			60.79600000000001
Cfap36	31.8	54.709999999999994	77.17	78.44	77.72999999999999	77.53	80.88999999999999	117.88	110.275	112.845			166.702
Cfap43	11.635	15.62	15.705	10.105	6.0600000000000005	8.175	6.525	3.2750000000000004	1.06	374.913			216.183
Cfap44	0.305	1.395	2.31	2.565	2.485	1.845	2.285	1.5550000000000002	2.9050000000000002	517.74			1475.18
Cfap45	0.8049999999999999	0.975	1.54	1.5150000000000001	2.315	2.065	2.08	3.965	2.0149999999999997	680.709			628.274
Cfap46	0.175	0.495	0.44	0.815	0.605	0.9	0.825	1.245	1.0699999999999998	439.97			284.909
Cfap52	0.355	0.905	1.365	2.54	2.335	2.7800000000000002	2.1100000000000003	3.16	1.025	186.28799999999998			250.32
Cfap53	0.075	0.245	0.39	1.085	0.635	0.295	0.505	0.89	0.79	230.912			232.327
Cfap54	0.5349999999999999	0.8300000000000001	1.205	1.51	1.03	1.765	1.405	2.545	1.72	191.11700000000002			99.8147
Cfap57	0.455	0.65	0.675	0.6950000000000001	0.73	0.52	0.6950000000000001	0.9349999999999999	0.265	40.571			23.1012
Cfap58	0.015	0.0	0.06	0.21000000000000002	0.29500000000000004	0.265	0.25	0.365	0.15000000000000002	371.041			148.222
Cfap61	0.375	1.2650000000000001	0.94	1.79	2.0700000000000003	1.7349999999999999	2.6500000000000004	2.65	3.355	0.0			0.0
Cfap65	0.075	0.14	0.325	0.46499999999999997	0.415	0.52	0.48	0.705	1.705	187.31099999999998			113.441
Cfap69	2.0549999999999997	3.675	6.3100000000000005	5.595000000000001	5.42	4.9350000000000005	5.715	4.51	10.555	206.707			233.52599999999998
Cfap70	0.51	0.35	0.49	0.865	1.52	2.075	1.4449999999999998	1.005	0.9299999999999999	231.993			74.7396
Cfap73	0.015	0.04	0.14500000000000002	0.325	0.32	0.72	0.435	0.8200000000000001	0.065	192.199			73.04
Cfap74	5.845000000000001	7.07	5.475	3.8200000000000003	3.505	3.33	3.695	4.965	6.789999999999999	401.555			162.879
Cfap77	0.38	0.52	0.19	0.21000000000000002	0.105	0.12	0.06	0.435	0.61	87.2843			40.2995
Cfap97	10.075	12.32	18.375	20.37	17.905	19.22	20.525	15.690000000000001	17.34	1323.55			961.2239999999999
Cfb	1.2149999999999999	2.33	2.71	1.6400000000000001	0.8	1.65	0.97	1.185	0.11	153.815			109.507
Cfc1	0.01	0.0	0.0	0.0	0.13	0.09	0.195	0.23	0.0	46.552			25.0078
Cfd	0.0	0.0	0.0	0.025	0.035	0.03	0.035	0.02	0.065	110.553			41.3443
Cfdp1	131.745	161.35	168.53	158.54000000000002	149.7	147.60000000000002	150.395	174.065	81.02	535.311			77.3876
Cfh	0.655	1.8199999999999998	2.1399999999999997	3.095	12.09	6.505	14.435	12.27	18.57	81.1144			65.943
Cfhr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.4436			46.4288
Cfhr2	0.015	0.0	0.0	0.015	0.0	0.02	0.0	0.0	0.135	54.9319			41.9125
Cfi	0.195	0.15000000000000002	0.11	0.22	0.15	0.215	0.175	0.19999999999999998	0.025	110.075			61.7589
Cfl1	1355.9	2173.545	2162.95	2353.3900000000003	3182.485	2500.975	2795.33	3178.8149999999996	547.09	0.0			0.0
Cfl2	50.055	101.99000000000001	116.83500000000001	135.23	166.19	147.43	172.685	146.85	69.01	225.457			242.702
Cflar	15.200000000000001	17.765	19.85	16.365000000000002	15.53	16.27	15.395	17.549999999999997	10.399999999999999	968.7769999999999			343.485
Cfp	1.895	4.085	4.205	4.220000000000001	3.995	5.025	4.03	2.3600000000000003	3.995	105.34			54.5994
Cftr	0.08	0.01	0.175	0.095	0.060000000000000005	0.25	0.1	0.105	0.355	352.858			241.50400000000002
Cga	0.57	0.04	0.14	0.145	0.15	0.0	0.0	0.07	0.0	89.0512			53.6124
Cggbp1	45.95	101.8	102.92	68.02000000000001	77.41999999999999	67.405	86.005	40.129999999999995	40.505	5702.85			3285.27
Cgn	5.300000000000001	4.475	4.9399999999999995	3.17	2.0100000000000002	4.4	3.295	4.005	1.4500000000000002	139.576			107.865
Cgnl1	4.035	4.375	4.23	3.285	2.415	3.2350000000000003	3.335	3.585	3.2849999999999997	161.261			102.4
Cgref1	2.665	5.34	5.57	8.165	20.785	14.684999999999999	18.46	55.019999999999996	10.31	192.546			63.3911
Cgrrf1	19.185	25.355	22.75	18.32	18.105	12.24	14.735	12.850000000000001	29.605000000000004	567.987			784.262
Ch25h	0.155	0.49	1.7850000000000001	0.26	0.24	0.36	0.365	0.625	0.21	697.513			464.037
Chac1	0.72	1.145	2.125	2.4050000000000002	3.045	4.6899999999999995	3.42	6.33	4.225	977.671			536.312
Chac2	5.855	10.975	14.945	16.065	22.405	21.565	24.145	21.39	27.79	83.5854			157.616
Chad	0.075	0.035	0.3	0.135	0.14	0.13	0.29000000000000004	0.315	0.03	266.214			67.2574
Chadl	1.17	2.77	3.835	6.18	15.290000000000001	16.325	16.130000000000003	43.005	4.85	125.553			45.5187
Chaf1a	44.379999999999995	44.46	45.69	27.45	7.65	13.489999999999998	10.895	4.695	1.075	1669.57			1302.68
Chaf1b	84.845	95.555	77.65	60.17	42.22	35.92	35.94	19.645	0.29500000000000004	1199.04			100.735
Champ1	26.295	46.95	45.584999999999994	37.239999999999995	46.155	43.425	49.269999999999996	34.545	11.33	450.389			130.335
Chat	0.005	0.0	0.02	0.025	0.01	0.09	0.035	0.185	1.205	326.135			163.793
Chchd1	139.38	197.055	224.74	213.475	210.945	175.31	174.38	220.475	92.74000000000001	497.106			147.096
Chchd10	4.62	4.725	5.02	8.81	21.045	18.795	18.64	81.375	93.21000000000001	741.137			135.786
