external_gene_name	E11	E12	E13	E14	E16	E18	P0	Adult
Sephs1	1412	687	1200	925	1148	985	421	120
Phyh	414	123	234	210	329	235	106	115
Ucma	25	14	25	15	16	5	9	3
Mcm10	704	247	413	350	388	297	93	37
Mcm10	30	4	12	12	10	8	8	5
Optn	223	97	181	162	255	213	123	56
Ccdc3	275	89	222	153	227	150	77	50
Camk1d	31	9	33	23	53	28	18	34
Camk1d	1131	373	754	624	834	715	336	228
Nudt5	1749	783	1236	1212	1442	1276	482	539
Cdc123	1636	688	1084	980	1264	997	472	543
Sec61a2	179	72	92	154	299	299	143	57
Dhtkd1	370	118	188	170	288	241	127	134
Upf2	1108	420	689	620	854	766	336	320
Proser2	508	236	434	415	565	528	215	70
Echdc3	965	287	467	391	410	336	89	98
Usp6nl	879	350	713	540	788	615	362	195
Usp6nl	31	9	34	20	27	19	11	41
Celf2	191	71	143	208	393	376	172	92
Celf2	70	24	24	48	86	98	38	27
Celf2	4	1	3	4	5	4	4	3
Gata3	1013	291	474	336	300	228	97	24
Taf3	1150	405	721	672	834	583	307	139
Kin	1849	869	1427	1416	1614	1427	575	697
Atp5c1	1331	537	894	871	1076	930	391	376
Itih2	20	6	17	13	18	6	7	8
Itih5	177	51	93	56	54	35	19	18
Sfmbt2	41	17	52	31	46	25	17	14
Sfmbt2	375	115	292	181	232	183	91	35
Prkcq	595	179	377	326	502	401	203	65
Pfkfb3	993	289	565	586	869	752	295	331
Rbm17	404	166	298	268	359	237	118	70
Il2ra	16	12	16	12	22	17	7	1
Il15ra	7	8	10	11	5	9	6	3
Il15ra	625	238	363	351	371	332	114	192
Ankrd16	1431	616	1128	981	1218	1073	456	373
Fbh1	1480	630	1054	986	1556	1268	502	635
Itga8	280	106	207	203	321	208	120	68
Mindy3	374	122	205	220	323	278	140	87
Pter	211	56	107	92	111	70	37	32
C1ql3	1240	393	801	664	820	712	330	187
Rsu1	863	340	581	551	807	673	284	316
Cubn	38	10	29	13	16	9	6	3
Trdmt1	540	165	322	318	437	364	174	231
Vim	1295	456	828	835	1303	1100	456	148
St8sia6	911	326	727	585	816	713	305	81
Hacd1	826	319	657	564	792	632	364	172
Stam	1609	615	936	851	1341	1142	514	578
Tmem236	25	6	16	19	12	9	6	2
Mrc1	21	9	22	14	14	8	0	5
Slc39a12	21	11	16	14	13	7	10	4
Cacnb2	988	308	579	574	730	666	280	111
Cacnb2	50	15	40	42	51	35	34	34
Nsun6	358	122	209	182	327	299	138	113
Nsun6	1618	719	1314	1138	1668	1515	715	451
Malrd1	12	8	12	13	12	10	10	1
Plxdc2	1378	511	992	972	1457	1231	534	349
Nebl	1110	356	748	655	842	706	341	345
H2al2a	9	4	9	4	8	2	0	0
Skida1	1135	398	502	546	510	485	252	117
Mllt10	634	167	186	190	110	98	22	17
Mllt10	2172	903	1454	1081	1334	1116	578	329
Dnajc1	284	83	183	163	334	271	161	115
Commd3	1164	483	911	713	1054	856	417	315
Bmi1	1130	533	905	611	915	701	412	128
Spag6	82	46	70	82	69	39	32	37
Pip4k2a	1333	535	903	760	1128	928	469	289
Armc3	443	117	280	303	476	423	204	75
Msrb2	496	184	301	249	358	291	145	193
Ptf1a	209	86	216	192	211	167	57	10
Otud1	775	275	513	394	715	617	287	268
Etl4	18	7	12	20	21	13	6	1
Etl4	15	8	18	14	14	11	3	0
Etl4	206	66	142	125	98	80	24	14
Arhgap21	2432	1262	2251	1856	2097	1795	802	342
Thnsl1	234	79	115	131	198	150	90	56
Enkur	887	324	641	563	764	683	297	332
Gpr158	245	111	266	346	630	514	259	219
Myo3a	202	33	75	59	55	32	17	8
Gad2	445	176	400	528	700	612	239	87
Apbb1ip	300	106	203	189	195	212	89	69
Pdss1	1190	444	842	922	1269	1109	464	367
Abi1	180	40	80	59	97	73	53	51
Acbd5	605	195	336	367	491	409	178	111
Acbd5	1552	570	1058	967	1437	1243	496	525
Yme1l1	857	329	540	451	544	464	178	161
Mastl	948	448	758	735	889	770	357	395
Potegl	18	15	21	20	25	12	5	5
Nxph2	348	94	192	217	250	242	119	64
Spopl	284	103	171	166	254	161	98	51
Hnmt	24	18	24	33	40	25	27	18
Tbpl2	10	6	15	16	9	8	3	0
Il1f8	5	0	12	10	10	7	3	0
Il1f9	17	10	14	13	16	5	8	0
Il1f6	15	9	20	15	17	15	7	1
Il1f5	3	2	3	7	3	2	0	0
Il1f5	3	5	9	6	5	2	0	2
Il1f10	8	5	9	11	11	5	4	0
Il1rn	20	8	17	21	16	12	7	0
Il1rn	2	1	1	2	0	1	0	0
Il1rn	1	1	2	1	2	0	3	0
Psd4	28	3	33	22	17	12	8	8
Pax8	40	13	31	27	24	18	11	4
Cacna1b	800	268	580	519	693	628	278	124
Ehmt1	808	271	435	397	584	506	244	213
Arrdc1	731	179	327	290	404	327	168	204
Zmynd19	116	34	44	37	52	27	13	13
Zmynd19	1142	525	989	686	808	628	328	88
Dph7	318	115	270	178	258	201	72	124
Mrpl41	33	18	26	30	48	34	19	25
Pnpla7	39	9	13	7	11	6	6	3
Nsmf	326	127	228	176	274	201	109	61
Entpd8	31	7	28	19	22	10	9	4
Noxa1	125	33	31	36	23	10	4	5
Nrarp	642	233	403	319	472	413	187	119
Tor4a	74	34	53	48	37	24	15	24
Nelfb	386	121	184	234	347	259	109	112
Stpg3	45	17	34	36	25	12	5	5
Fam166a	49	21	41	52	38	17	6	0
Tubb4b	870	312	495	386	652	517	231	295
Slc34a3	52	20	46	43	26	17	5	5
Rnf224	46	18	43	30	31	16	9	6
Cysrt1	234	56	120	89	149	106	41	63
Rnf208	1507	520	1005	912	1358	1187	535	384
Tmem203	1551	545	1054	894	986	804	295	239
Ndor1	1934	742	1350	1266	1509	1201	505	509
Tprn	586	164	345	281	490	402	155	160
Anapc2	1778	740	1340	1220	1302	1108	446	500
Ssna1	1925	815	1523	1393	1547	1335	478	314
Tmem210	53	21	40	40	32	20	7	9
Lrrc26	60	28	64	51	56	58	32	10
Grin1os	141	50	143	129	270	223	99	32
Grin1	212	73	174	184	250	175	86	52
Man1b1	1845	820	1330	1166	1414	1194	469	583
Dpp7	988	288	496	509	672	594	209	285
Uap1l1	356	129	222	197	259	222	94	108
Sapcd2	565	163	278	263	358	270	102	116
Entpd2	169	45	88	69	66	42	23	30
Npdc1	706	299	432	421	500	388	210	172
Fut7	24	9	10	12	5	1	5	1
Fut7	24	3	14	15	9	7	2	3
Abca2	184	74	124	124	184	148	106	38
Clic3	51	18	63	24	26	16	7	13
Paxx	458	145	272	267	406	351	162	172
Ptgds	47	22	45	45	28	27	5	30
Lcn12	48	16	44	34	30	17	8	6
Fbxw5	159	41	72	64	49	41	21	30
C8g	1605	666	1291	1230	1390	1223	441	689
C8g	337	84	165	182	195	107	48	114
Traf2	435	152	239	218	321	245	116	94
Edf1	1410	512	904	745	1083	871	365	332
Mamdc4	60	16	34	37	33	14	5	7
Phpt1	1002	348	589	483	710	611	183	248
Rabl6	367	154	267	192	331	298	134	96
Ccdc183	41	19	31	30	36	23	8	9
Tmem141	4	0	0	3	3	2	0	3
Tmem141	0	0	0	0	0	0	0	0
Fcna	37	12	20	19	17	6	5	1
Lcn8	25	15	21	31	21	9	8	7
Lcn5	32	11	38	19	25	7	3	2
Lcn6	23	10	29	38	21	8	6	3
Lcn10	20	11	33	17	20	8	3	4
Obp2a	19	4	16	8	7	7	3	2
Bmyc	540	201	393	284	458	400	204	265
Obp2b	14	8	15	12	8	8	2	2
Lcn3	28	14	33	27	22	10	4	5
Lcn11	30	14	37	22	14	14	6	1
Glt6d1	16	4	19	25	20	8	5	3
Lcn9	37	15	53	32	17	6	5	3
Sohlh1	29	12	33	20	19	7	8	2
Kcnt1	591	124	389	281	296	223	97	57
Kcnt1	296	79	190	153	226	192	110	214
Camsap1	948	290	653	529	957	788	393	551
Ubac1	336	133	221	179	250	178	93	93
Nacc2	153	43	111	115	96	74	32	28
Nacc2	954	325	642	479	633	495	267	178
Lhx3	145	52	110	102	91	61	29	7
Lhx3	41	19	35	26	14	26	4	4
Qsox2	413	190	374	305	548	418	190	173
Ccdc187	56	15	31	24	33	13	5	5
Gpsm1	0	0	1	0	2	0	0	0
Gpsm1	0	0	0	0	0	0	0	0
Gpsm1	603	154	416	252	379	300	168	112
Gpsm1	58	26	60	42	36	27	9	13
Dnlz	1524	590	1002	985	1366	1127	454	517
Card9	78	24	38	30	36	20	9	19
Snapc4	632	205	396	329	435	379	152	168
Pmpca	2139	913	1697	1422	1462	1272	494	247
Entr1	1635	674	1202	1024	1147	978	365	335
Inpp5e	239	103	220	156	192	168	60	22
Inpp5e	6	0	3	2	6	1	0	0
Sec16a	1286	470	846	732	1113	971	446	484
Notch1	978	271	455	330	342	265	109	111
Agpat2	424	91	235	152	175	127	102	25
Dipk1b	1039	329	605	457	691	605	300	190
Lcn4	25	14	24	31	19	12	5	4
Abo	16	9	21	19	19	7	5	3
Surf6	993	330	716	728	919	816	323	338
Rpl7a	1614	687	1187	1140	1347	1186	459	403
Med22	1567	759	1239	1136	1281	1108	411	491
Surf2	1646	563	1086	1009	1183	993	335	481
Surf1	1829	594	1199	1126	1335	1102	446	655
Stkld1	953	412	778	631	785	645	289	132
Surf4	92	19	33	35	39	26	11	11
Rexo4	1149	364	633	593	802	646	232	300
Adamts13	41	14	29	20	14	7	5	2
Cacfd1	531	168	248	315	538	470	225	225
Slc2a6	338	95	153	153	266	249	85	158
Mymk	48	17	26	26	24	10	6	5
Mymk	37	7	35	36	23	19	7	6
Adamtsl2	87	20	54	38	33	26	10	13
Fam163b	201	57	142	126	209	177	109	91
Dbh	39	19	40	29	17	14	6	10
Sardh	38	10	33	37	24	20	6	15
Vav2	131	39	68	57	57	34	20	16
Brd3	729	378	656	445	592	431	223	55
Brd3	222	50	86	71	124	105	40	36
Wdr5	1286	467	755	688	961	733	352	551
Rxra	1355	519	821	596	720	598	277	109
Rxra	47	18	37	29	15	15	5	2
Rxra	42	9	34	18	26	9	8	2
Col5a1	984	303	590	420	571	442	182	66
Fcnb	23	16	32	19	12	8	4	2
Olfm1	757	222	494	348	435	350	173	85
Olfm1	396	146	301	214	281	283	152	93
Ppp1r26	27	13	13	15	28	15	6	5
Ppp1r26	520	207	472	255	313	262	164	28
Gbgt1	50	8	31	27	19	13	4	8
Ralgds	623	191	419	291	439	343	204	96
Ralgds	387	101	235	202	246	220	100	107
Cel	49	14	19	28	11	9	5	3
Gtf3c5	257	94	152	142	219	184	78	51
Gfi1b	75	31	42	30	28	15	14	5
Tsc1	766	279	438	366	590	512	272	305
Ak8	181	39	71	56	80	51	34	41
Spaca9	325	80	158	143	235	183	77	102
Ddx31	2380	1188	1937	1661	1778	1541	585	372
Gtf3c4	1987	775	1465	1274	1546	1346	560	484
Barhl1	0	0	2	1	0	0	0	0
Barhl1	0	0	0	1	0	0	0	0
Cfap77	497	115	255	227	347	274	152	62
Ttf1	402	164	269	217	304	261	134	110
Setx	484	178	320	269	559	433	203	208
Ntng2	41	14	50	39	52	31	15	14
Med27	313	149	181	172	202	171	87	86
Med27	27	16	31	26	19	15	10	3
Rapgef1	140	88	89	76	73	87	68	36
Coq4	1029	418	592	549	597	522	233	247
Trub2	2005	787	1301	1195	1549	1384	553	438
Slc27a4	293	112	155	133	212	161	83	43
Urm1	1393	609	966	906	1212	1095	390	390
Cercam	722	186	370	331	572	453	211	190
Odf2	72	15	38	44	42	40	32	36
Odf2	914	461	791	594	782	621	310	160
Gle1	595	194	309	292	427	351	146	192
Sptan1	750	270	514	462	676	544	289	169
Wdr34	734	244	441	434	674	537	239	270
Set	710	179	340	302	421	295	126	42
Set	835	288	485	426	707	543	271	146
Pkn3	986	306	524	401	432	340	93	40
Zdhhc12	1426	471	862	785	1258	1142	432	340
Zer1	706	223	403	364	571	534	198	328
Tbc1d13	860	252	406	363	464	439	163	167
Endog	357	142	285	259	349	329	113	139
Spout1	316	106	186	166	277	208	89	91
Kyat1	1412	502	889	836	1127	916	354	316
Lrrc8a	1788	699	1157	969	1289	1095	461	565
Phyhd1	35	12	23	20	7	9	6	3
Phyhd1	0	0	0	0	0	0	0	0
Phyhd1	10	4	3	8	4	1	1	1
Nup188	1777	537	1148	1022	1065	918	378	382
Dolk	2110	944	1476	1364	1498	1216	481	384
Sh3glb2	220	72	125	68	110	103	72	31
Miga2	0	0	0	0	0	0	0	0
Miga2	261	103	217	171	198	189	83	60
Dolpp1	382	138	195	192	286	211	71	105
Ptpa	1081	437	824	636	990	863	385	353
Crat	1525	630	1162	953	1202	973	385	294
Ier5l	674	174	316	296	461	305	143	98
Cstad	702	193	239	253	328	276	89	110
Ntmt1	796	273	547	563	973	732	285	374
Asb6	387	153	218	191	263	195	85	85
Prrx2	631	211	360	227	207	146	60	9
Ptges	272	53	123	82	86	52	20	24
Tor1b	534	190	336	281	320	236	125	152
Tor1a	295	143	229	195	297	227	113	78
Usp20	1084	438	765	703	808	671	238	283
Fnbp1	37	14	27	18	21	13	9	4
Fnbp1	753	232	428	368	520	436	224	258
Gpr107	1194	518	893	855	1048	839	435	360
Ncs1	1299	383	763	592	852	677	326	245
Ass1	616	151	335	243	399	349	163	93
Fubp3	901	298	564	557	857	719	272	301
Prdm12	354	117	213	167	117	85	40	10
Exosc2	292	113	201	167	233	167	109	99
Abl1	991	377	634	472	766	675	296	292
Abl1	24	8	17	9	14	3	4	2
Abl1	620	287	480	388	407	297	83	32
Qrfp	52	14	47	28	24	12	5	10
Fibcd1	1178	338	661	516	756	615	307	60
Lamc3	114	35	56	41	42	22	17	10
Aif1l	626	228	475	424	638	518	179	45
Nup214	1049	382	548	498	733	601	287	238
Fam78a	1677	519	994	761	981	821	355	334
Plpp7	79	24	64	51	85	100	56	50
Prrc2b	861	361	479	369	441	360	259	150
Pomt1	1604	653	983	945	1030	893	336	573
Uck1	513	179	402	386	640	456	193	290
Golga2	1742	760	1340	1140	1230	1002	402	328
Swi5	1324	493	906	804	1030	876	332	316
Dnm1	342	96	187	157	219	172	101	81
Ciz1	22	6	8	9	10	13	1	7
Ciz1	489	215	372	329	474	399	175	142
Lcn2	46	17	38	23	20	12	10	1
Ptges2	1250	453	737	693	1126	901	397	424
Slc25a25	204	55	86	110	105	84	44	44
Slc25a25	357	109	184	186	301	275	111	141
Naif1	223	72	138	151	156	107	59	114
Slc25a25	826	316	449	387	675	594	271	218
Fam102a	1014	297	572	533	825	651	255	219
Dpm2	241	111	175	138	207	176	56	89
Pip5kl1	991	334	610	582	798	612	289	251
St6galnac4	273	85	179	144	291	226	151	77
St6galnac6	49	17	36	31	25	21	6	5
St6galnac6	397	107	248	184	286	239	129	63
Ak1	78	19	58	27	16	13	5	15
Ak1	234	50	105	108	155	94	61	102
Ak1	55	22	35	25	24	28	12	104
Ak1	132	28	55	52	43	43	35	133
Eng	74	16	47	36	31	22	9	18
Fpgs	469	175	269	236	389	358	164	197
Cdk9	2038	785	1534	1033	1468	1159	593	293
Sh2d3c	60	13	26	33	38	20	12	5
Sh2d3c	160	50	91	89	167	135	77	64
Tor2a	262	102	166	138	206	177	86	70
Ptrh1	99	21	48	48	62	32	16	15
Ttc16	0	0	0	0	0	0	0	0
Ttc16	153	31	62	70	52	28	13	15
Cfap157	44	13	33	37	22	19	9	28
Stxbp1	7	6	13	2	4	3	3	2
Stxbp1	1	0	0	0	0	0	0	0
Fam129b	1690	605	1153	1189	1693	1569	541	251
Rpl12	215	58	105	108	138	100	57	66
Lrsam1	1043	454	877	719	809	662	223	199
Slc2a8	781	211	434	365	545	439	176	141
Garnl3	21	11	18	24	31	28	26	92
Garnl3	21	16	23	23	22	9	2	12
Garnl3	810	272	514	349	628	551	261	277
Garnl3	452	86	121	112	112	97	43	62
Angptl2	228	55	107	87	56	51	17	24
Ralgps1	310	95	133	117	189	174	89	64
Zbtb34	921	428	756	580	762	642	303	175
Zbtb43	410	195	292	263	360	292	144	137
Lmx1b	347	149	174	123	115	75	33	12
Mvb12b	174	59	111	92	112	81	31	56
Pbx3	1769	747	1563	876	1226	1084	655	111
Mapkap1	0	1	6	2	2	2	0	0
Mapkap1	153	74	116	107	142	105	38	13
Gapvd1	164	61	108	107	139	101	51	17
Hspa5	1902	840	1342	1179	1576	1328	579	564
Rabepk	628	192	329	313	409	318	132	209
Fbxw2	36	18	41	37	26	8	12	6
Fbxw2	1091	390	587	540	800	643	265	247
Psmd5	1187	472	747	728	1093	924	359	414
Cutal	87	24	50	50	24	19	9	5
Phf19	1112	356	837	546	702	554	261	105
Traf1	62	15	41	25	25	21	11	15
Hc	13	4	18	19	13	6	8	1
Cntrl	734	257	521	499	865	747	376	322
Cntrl	271	77	194	136	170	159	61	88
Rab14	612	200	341	305	509	416	198	231
Gsn	206	44	73	46	48	40	26	20
Stom	365	118	201	211	360	282	130	131
Ggta1	1039	258	479	338	399	348	216	71
Dab2ip	46	17	34	24	28	16	14	166
Dab2ip	1437	431	830	554	627	524	246	93
Dab2ip	354	113	207	171	199	162	57	18
Dab2ip	145	25	47	35	33	18	6	15
Dab2ip	82	17	41	35	38	23	13	12
Ttll11	401	165	246	284	433	378	145	172
Morn5	1418	555	1010	1019	1156	1077	434	498
Ndufa8	121	28	60	61	116	77	30	31
Lhx6	100	40	96	110	144	135	51	13
Lhx6	267	84	221	179	195	142	56	10
Lhx6	130	52	133	127	143	114	44	20
Mrrf	1297	497	834	869	1058	914	385	302
Rbm18	1203	481	736	639	1056	879	380	382
Ptgs1	129	29	69	41	37	35	21	43
Olfr338	10	12	21	13	11	7	7	0
Olfr339	10	7	15	11	11	4	10	1
Olfr340	4	10	20	8	20	5	6	2
Olfr341	7	9	11	9	15	1	7	0
Olfr342	11	12	17	21	17	10	5	3
Olfr344	9	5	18	9	20	5	11	2
Olfr345	8	5	16	18	20	3	7	1
Olfr346	8	8	14	16	10	2	8	2
Olfr347	6	9	9	13	16	3	4	0
Olfr348	11	3	17	19	13	3	5	1
Olfr50	5	5	9	11	10	1	9	1
Olfr3	10	9	15	8	10	3	6	1
Olfr350	14	5	24	19	15	9	9	2
Olfr351	4	8	16	15	22	4	7	0
Olfr352	10	6	12	21	16	9	7	0
Olfr353	9	3	8	16	12	2	4	2
Olfr354	15	11	27	17	13	10	10	2
Olfr355	9	11	27	15	15	15	12	2
Olfr356	12	8	24	22	20	9	11	1
Olfr357	16	8	16	16	11	6	12	1
Olfr358	10	5	13	8	12	2	10	0
Olfr360	10	8	18	19	14	3	6	3
Olfr361	5	2	10	8	10	0	5	1
Olfr362	14	10	17	21	14	2	7	3
Olfr365	6	6	19	20	13	4	8	1
Olfr366	13	11	13	24	22	9	4	3
Olfr368	4	4	8	8	4	8	6	0
Pdcl	327	94	145	137	201	121	94	48
Rc3h2	632	253	463	380	554	479	229	167
Zbtb6	1566	606	1049	1028	1362	1173	459	427
Rabgap1	1587	646	1120	1049	1175	977	376	296
Zbtb26	1247	474	807	766	898	729	301	307
Rabgap1	561	190	347	339	471	415	169	183
Gpr21	90	47	93	170	396	362	175	55
Strbp	11	3	8	9	6	7	3	0
Strbp	16	14	15	14	20	15	5	2
Crb2	521	134	213	121	83	53	22	2
Dennd1a	646	195	321	283	407	300	187	100
Lhx2	741	260	462	357	402	320	163	57
Lhx2	1092	354	656	640	817	641	269	186
Nek6	5	4	7	4	4	1	1	1
Nek6	479	212	424	273	360	273	156	46
Psmb7	734	285	447	405	619	516	249	141
Nr5a1	152	59	142	70	73	47	29	6
Nr5a1	29	14	31	17	19	18	6	1
Nr6a1	108	15	27	27	19	12	12	1
Nr6a1	578	177	303	289	509	451	202	125
Olfml2a	420	106	199	163	188	162	73	33
Wdr38	359	77	154	170	297	239	142	227
Rpl35	1478	596	1004	913	1194	972	357	388
Arpc5l	1245	470	771	688	908	812	349	245
Golga1	1222	472	752	734	1000	822	352	263
Scai	368	174	250	244	410	351	183	116
Ppp6c	509	181	284	253	352	322	171	107
Lrp1b	25	15	25	18	42	21	26	25
Kynu	25	9	13	15	15	6	9	2
Arhgap15	9	7	11	12	13	8	8	2
Arhgap15	18	9	35	26	25	21	11	92
Gtdc1	4	1	11	3	3	0	0	0
Gtdc1	706	277	570	428	695	552	330	157
Gtdc1	36	13	16	14	14	6	9	10
Zeb2	218	104	187	106	132	118	59	15
Zeb2	131	43	92	85	139	122	48	58
Zeb2	0	0	0	0	1	0	0	0
Zeb2	0	0	0	0	0	0	0	0
Zeb2	2	0	0	0	0	0	0	1
Zeb2	351	75	175	134	273	236	107	105
Acvr2a	1336	576	1064	760	1140	1007	515	261
Mbd5	1545	715	1187	1157	1307	1164	490	473
Orc4	1262	498	948	805	1091	902	400	398
Orc4	797	286	544	510	570	518	256	112
Mbd5	15	10	12	11	17	6	9	1
Epc2	1531	573	1029	802	1076	852	463	221
Kif5c	277	120	188	152	204	161	100	62
Lypd6b	734	235	558	383	499	430	211	68
Lypd6	904	254	499	333	439	274	130	109
Mmadhc	555	165	235	214	241	213	101	102
Rnd3	176	85	116	131	196	155	85	71
Tas2r134	11	13	12	12	13	6	7	0
Rbm43	58	23	35	39	37	26	22	37
Rbm43	740	199	400	395	568	493	214	300
Rbm43	19	7	27	23	16	14	12	11
Nmi	169	65	122	129	141	141	65	46
Tnfaip6	419	142	304	283	312	276	95	62
Rif1	892	311	604	468	642	586	266	114
Neb	11	5	18	24	13	5	5	2
Arl5a	959	343	568	462	686	574	311	160
Cacnb4	30	15	37	54	107	104	66	55
Cacnb4	577	212	422	303	489	400	206	107
Cacnb4	0	0	0	0	0	0	0	0
Cacnb4	24	8	28	31	29	12	6	5
Stam2	1987	764	1446	1170	1539	1345	517	524
Fmnl2	1000	315	701	578	779	621	328	150
Arl6ip6	157	63	123	118	161	150	63	65
Prpf40a	169	57	121	113	150	122	56	58
Rprm	198	68	137	169	257	214	109	83
Galnt13	1012	317	762	657	1058	863	434	256
Kcnj3	143	56	108	151	304	270	124	254
Nr4a2	1473	480	866	889	1200	1044	402	288
Nr4a2	849	399	780	495	727	567	316	46
Gpd2	45	17	29	21	40	26	15	21
Gpd2	1528	568	1060	981	1375	1143	482	301
Galnt5	73	16	40	18	22	14	6	2
Ermn	104	31	54	58	43	40	10	12
Cytip	15	6	26	27	16	12	10	6
Acvr1c	140	49	81	73	63	51	18	7
Acvr1c	681	197	479	322	405	343	163	51
Acvr1	21	17	25	23	27	14	12	4
Upp2	893	395	669	597	814	661	305	235
Acvr1	861	333	651	466	684	544	280	186
Upp2	11	9	23	18	14	11	8	0
Pkp4	745	240	433	470	709	621	276	295
Ccdc148	0	0	0	0	0	0	0	0
Pkp4	653	272	529	460	617	455	228	161
Dapl1	26	12	42	14	14	10	4	7
Tanc1	1041	332	645	490	630	562	200	88
Tanc1	36	25	28	21	25	8	12	4
Wdsub1	384	155	244	209	334	296	144	109
Baz2b	981	332	450	461	528	440	156	74
March7	1508	742	1092	895	1235	1081	571	277
Cd302	61	27	57	52	62	29	34	24
Ly75	475	139	293	259	343	283	131	50
Pla2r1	363	82	143	101	104	67	33	17
Itgb6	26	10	20	22	15	8	14	2
Itgb6	19	9	31	34	41	29	16	17
Rbms1	636	276	439	427	507	436	257	57
Rbms1	857	296	515	460	630	552	273	185
Tank	16	10	19	17	16	8	4	4
Tank	282	103	232	232	312	237	115	83
Psmd14	365	137	246	189	297	254	110	100
Tbr1	134	70	156	232	457	453	224	227
Slc4a10	28	9	23	53	98	78	83	134
Slc4a10	5	6	8	15	9	7	6	13
Dpp4	69	26	55	57	47	25	14	7
Gcg	13	3	21	17	20	4	4	2
Fap	47	10	36	27	27	12	5	12
Ifih1	671	235	336	300	329	293	132	141
Gca	418	150	303	308	447	356	185	179
Kcnh7	798	259	625	623	964	804	342	272
Fign	1936	802	1632	1187	1439	1202	519	141
Grb14	899	281	581	449	674	608	270	206
Cobll1	1436	531	1022	800	991	759	335	136
Slc38a11	241	59	126	122	102	90	48	25
Scn3a	42	21	49	54	76	83	50	27
Scn2a	16	16	18	29	64	79	43	33
Scn2a	133	45	104	128	226	178	134	99
Csrnp3	94	41	72	119	220	184	137	108
Csrnp3	386	121	282	292	405	299	152	221
Galnt3	996	367	690	510	642	549	248	121
Ttc21b	705	265	453	429	725	583	283	260
Scn1a	48	18	38	39	55	33	38	168
Scn9a	282	93	179	167	263	249	112	82
Scn7a	23	15	16	17	13	4	7	14
Xirp2	8	9	7	9	13	2	7	0
Xirp2	6	9	10	12	13	10	8	2
B3galt1	11	7	19	14	19	7	8	4
Stk39	1318	561	1027	728	981	815	409	102
Cers6	711	234	510	426	775	653	280	184
Nostrin	29	11	37	24	18	14	16	23
Spc25	209	97	123	109	180	158	75	29
G6pc2	23	8	13	15	14	3	5	3
G6pc2	17	6	18	23	11	5	5	1
Abcb11	16	6	20	15	16	5	8	2
Dhrs9	22	13	18	20	15	9	8	3
Lrp2	941	320	621	567	713	652	233	47
Bbs5	406	131	225	219	324	299	136	167
Klhl41	17	10	14	8	15	4	3	3
Fastkd1	1365	504	995	891	1138	1047	437	481
Ppig	1738	733	1265	1071	1351	1139	499	459
Phospho2	612	210	370	370	489	391	181	147
Ccdc173	703	232	463	440	602	529	216	142
Klhl23	22	6	13	13	19	6	9	2
Klhl23	0	0	0	0	0	0	0	0
Klhl23	1049	404	789	599	811	674	297	150
Ssb	650	296	388	368	562	477	245	180
Mettl5	729	223	455	428	632	528	240	271
Ubr3	285	106	195	144	214	165	106	39
Myo3b	47	22	26	28	26	14	5	7
Sp5	541	129	250	221	237	185	85	47
Erich2	257	59	105	104	111	85	43	6
Gad1	237	115	340	404	617	522	259	100
Gorasp2	478	147	318	276	498	412	213	153
Tlk1	1052	523	842	651	771	616	450	76
Dcaf17	972	314	593	540	785	641	305	366
Mettl8	1254	539	915	770	1115	902	386	239
Cybrd1	351	98	225	179	210	159	68	13
Dync1i2	3	1	3	3	3	0	1	0
Dync1i2	537	254	445	357	475	374	197	154
Slc25a12	589	190	396	328	503	377	195	151
Hat1	420	120	251	248	492	391	177	152
Metap1d	504	148	308	275	573	499	242	151
Dlx1	875	346	884	778	917	724	250	62
Dlx2	606	170	332	289	454	327	115	27
Itga6	574	182	454	306	472	372	174	66
Pdk1	731	275	449	466	676	568	256	229
Pdk1	420	94	152	134	160	136	67	112
Rapgef4	743	319	514	468	647	594	297	253
Rapgef4	60	13	20	27	32	28	14	31
Map3k20	1	0	0	1	1	0	0	0
Map3k20	119	62	89	73	82	76	35	13
Cdca7	890	229	477	492	673	525	217	84
Sp3	2089	1033	1870	1220	1664	1347	823	216
Sp3	1852	850	1287	1119	1447	1190	539	319
Ola1	709	265	465	403	618	532	271	168
Sp9	192	75	172	197	256	187	87	25
Scrn3	1408	546	948	919	1061	921	365	475
Cir1	591	213	355	314	553	404	176	325
Gpr155	831	318	674	582	1002	875	369	289
Wipf1	24	13	28	20	7	12	12	2
Wipf1	55	19	34	40	28	20	13	27
Wipf1	1271	437	761	540	689	524	194	100
Chrna1	35	21	20	26	18	11	10	7
Chn1	21	7	26	19	18	11	4	6
Chn1	53	25	37	45	49	35	33	86
Chn1	1247	576	869	936	1308	1125	552	240
Atf2	1079	446	762	641	982	860	393	351
Atp5g3	718	261	427	394	589	540	250	279
Lnpk	893	327	484	498	722	630	306	253
Evx2	28	20	40	26	29	17	16	2
Hoxd13	186	59	118	102	67	39	13	4
Hoxd12	43	25	49	40	42	18	11	9
Hoxd11	106	44	105	73	61	42	27	3
Hoxd10	87	43	72	64	58	22	22	3
Hoxd9	104	44	120	91	87	48	29	3
Hoxd8	40	18	37	32	27	17	18	4
Hoxd8	375	131	283	179	112	128	52	3
Hoxd3	59	29	73	52	46	39	23	9
Hoxd4	23	18	45	33	33	19	13	5
Hoxd1	448	145	287	249	337	297	105	20
Mtx2	541	224	393	379	543	495	219	76
Hnrnpa3	1048	357	620	547	842	710	319	297
